Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2017 Meerbusch CH R16,L vs Maamoun,10.3%,19.0%,44.9%,17.9%,10.8%,21.6%,54.5%,22.7%,27.8%,78.9%,71.4%,11.1%,16.7%,25.0%,-13
2016 Meerbusch CH QF,L vs Mayer,14.1%,26.8%,54.4%,23.1%,14.9%,31.9%,55.0%,28.5%,43.5%,58.3%,100.0%,15.0%,20.0%,52.9%,19
Career (2 matches),,12.4%,23.3%,50.0%,20.8%,13.1%,27.4%,54.8%,26.0%,36.6%,67.4%,77.8%,13.2%,18.4%,39.4%,4
