Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,264,191,73,72.3%,386-179,68.3%,3109-2389,56.5%,28-19,59.6%,0,,,,,,,,,,,
Clay,384,269,115,70.1%,647-372,63.5%,5426-4356,55.5%,32-14,69.6%,0,,,,,,,,,,,
Grass,510,396,114,77.6%,1035-428,70.7%,8894-6872,56.4%,30-21,58.8%,0,,,,,,,,,,,
Carpet,185,115,70,62.2%,232-146,61.4%,3417-3077,52.6%,27-17,61.4%,0,,,,,,,,,,,
Grand Slams,198,154,44,77.8%,461-185,71.4%,3756-2846,56.9%,27-18,60.0%,0,,,,,,,,,,,
Masters,44,32,12,72.7%,66-31,68.0%,516-383,57.4%,11-9,55.0%,0,,,,,,,,,,,
Other Tours,1148,820,328,71.4%,1836-930,66.4%,17057-13785,55.3%,82-50,62.1%,0,,,,,,,,,,,
Best of 5,462,335,127,72.5%,1069-550,66.0%,9109-7280,55.6%,40-21,65.6%,0,,,,,,,,,,,
Best of 3,950,686,264,72.2%,1347-622,68.4%,12666-10075,55.7%,80-56,58.8%,0,,,,,,,,,,,
Finals,131,75,56,57.3%,198-168,54.1%,2099-1941,52.0%,20-7,74.1%,0,,,,,,,,,,,
Semi-finals,203,125,78,61.6%,312-227,57.9%,3128-2830,52.5%,21-13,61.8%,0,,,,,,,,,,,
Quarter-finals,281,190,91,67.6%,444-271,62.1%,4271-3648,53.9%,26-16,61.9%,0,,,,,,,,,,,
vs Righties,1018,722,296,70.9%,1718-878,66.2%,15469-12514,55.3%,105-68,60.7%,0,,,,,,,,,,,
vs Lefties,220,144,76,65.5%,342-220,60.9%,3786-3384,52.8%,15-9,62.5%,0,,,,,,,,,,,
vs Top 10,44,21,23,47.7%,44-51,46.3%,431-445,49.2%,13-9,59.1%,0,,,,,,,,,,,
