Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2006 US Open R128,L vs Agassi,55,56,1.0,17.1%,17.4%,40,54,0.7,14.3%,19.4%,4.7%,9.0%,1.2,19.6%,16.5%
2004 Indian Wells Masters R64,L vs Federer,9,20,0.5,8.7%,19.4%,8,17,0.5,8.7%,18.5%,6.5%,2.2%,1.7,26.2%,15.5%
2003 Paris Masters F,L vs Henman,35,12,2.9,17.4%,6.0%,28,9,3.1,15.6%,5.0%,7.3%,8.4%,2.2,24.4%,10.9%
2003 Paris Masters SF,W vs Novak,37,36,1.0,20.3%,19.8%,31,31,1.0,18.7%,18.7%,9.6%,9.0%,0.6,10.4%,18.7%
2002 Hamburg Masters R32,L vs Kuerten,23,17,1.4,17.4%,12.9%,23,14,1.6,19.2%,11.7%,11.7%,7.5%,1.9,31.1%,16.7%
2002 Miami Masters QF,L vs Federer,9,12,0.8,9.7%,12.9%,8,10,0.8,9.3%,11.6%,5.8%,2.3%,2.2,30.1%,14.0%
2001 Canada Masters F,W vs Rafter,31,18,1.7,18.2%,10.6%,24,17,1.4,16.4%,11.6%,7.5%,8.9%,1.5,23.5%,15.9%
2001 Canada Masters SF,W vs Haas,20,16,1.3,17.2%,13.8%,15,13,1.2,14.7%,12.7%,6.9%,7.8%,0.7,12.9%,19.0%
2001 Canada Masters QF,W vs Roddick,32,22,1.5,16.7%,11.5%,25,19,1.3,15.2%,11.5%,7.3%,6.1%,1.2,21.9%,17.7%
2000 Basel R16,L vs Federer,18,14,1.3,16.2%,12.6%,14,13,1.1,14.0%,13.0%,6.0%,4.0%,1.8,19.8%,10.8%
2000 Hamburg Masters SF,L vs Kuerten,20,16,1.3,17.7%,14.2%,19,14,1.4,17.9%,13.2%,10.4%,7.5%,1.8,23.9%,13.3%
Career (11 matches),,289,239,1.2,16.7%,13.8%,235,211,1.1,15.2%,13.7%,7.4%,7.2%,1.4,21.5%,15.6%
