Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,231,114,117,49.4%,296-298,49.8%,2897-2917,49.8%,57-50,53.3%,214,77.0%,22.8%,7.3%,3.0%,63.3%,70.0%,49.3%,62.4%,37.7%,50.0%,1.00
Clay,200,109,91,54.5%,274-219,55.6%,2453-2257,52.1%,34-31,52.3%,182,74.1%,28.7%,4.0%,1.9%,67.2%,65.9%,49.8%,60.6%,40.6%,50.6%,1.03
Grass,49,22,27,44.9%,71-74,49.0%,703-707,49.9%,13-15,46.4%,47,78.3%,21.0%,7.1%,3.5%,64.1%,71.5%,47.8%,63.0%,37.0%,49.9%,1.00
Carpet,67,35,32,52.2%,87-88,49.7%,882-862,50.6%,15-24,38.5%,48,82.8%,15.8%,8.6%,3.1%,61.0%,73.8%,52.5%,65.5%,33.7%,49.4%,0.98
Grand Slams,76,34,42,44.7%,125-135,48.1%,1254-1270,49.7%,18-27,40.0%,74,76.4%,23.1%,6.2%,2.7%,66.3%,69.0%,48.7%,62.2%,37.9%,49.9%,1.00
Masters,116,62,54,53.4%,137-126,52.1%,1308-1302,50.1%,35-21,62.5%,115,75.7%,24.3%,6.5%,2.6%,64.2%,68.7%,49.6%,61.8%,38.5%,50.1%,1.01
Other Tours,308,152,156,49.4%,369-357,50.8%,3544-3472,50.5%,52-59,46.8%,302,77.1%,24.3%,6.2%,2.7%,64.1%,69.0%,50.0%,62.2%,38.3%,50.3%,1.01
Best of 5,120,63,57,52.5%,216-198,52.2%,2050-1958,51.1%,30-40,42.9%,75,76.5%,22.9%,6.2%,2.7%,66.3%,69.1%,48.8%,62.2%,37.8%,49.8%,1.00
Best of 3,427,217,210,50.8%,512-481,51.6%,4885-4785,50.5%,89-80,52.7%,416,76.7%,24.3%,6.3%,2.6%,64.1%,68.9%,49.9%,62.1%,38.4%,50.2%,1.01
Finals,9,3,6,33.3%,7-15,31.8%,94-119,44.1%,1-3,25.0%,9,73.6%,14.6%,4.9%,1.9%,64.5%,65.3%,51.0%,60.2%,32.2%,46.6%,0.81
Semi-finals,22,9,13,40.9%,22-30,42.3%,231-271,46.0%,4-4,50.0%,21,70.4%,23.0%,4.6%,2.8%,63.7%,66.1%,45.0%,58.4%,36.8%,48.1%,0.89
Quarter-finals,45,22,23,48.9%,54-54,50.0%,510-525,49.3%,10-6,62.5%,45,76.0%,21.4%,5.8%,2.7%,63.9%,68.6%,50.3%,61.9%,38.2%,49.8%,1.00
vs Righties,481,242,239,50.3%,632-600,51.3%,6044-5922,50.5%,107-104,50.7%,431,76.1%,24.0%,6.2%,2.6%,64.5%,68.5%,49.4%,61.7%,38.3%,50.0%,1.00
vs Lefties,66,38,28,57.6%,96-79,54.9%,891-821,52.0%,12-16,42.9%,60,80.6%,24.5%,6.2%,3.0%,65.4%,72.2%,51.1%,64.9%,38.4%,51.2%,1.10
vs Top 10,59,17,42,28.8%,50-97,34.0%,637-783,44.9%,12-13,48.0%,52,71.4%,17.5%,6.3%,2.8%,63.2%,65.6%,48.1%,59.2%,34.6%,47.2%,0.85
