Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2006 US Open R128,L vs Agassi,59% (17/29),60% (3/5),1/5,0/0,55% (6/11),5/8,0/1,64% (14/22),33% (7/21)
2004 Indian Wells R64,L vs Federer,17% (2/12),0% (0/3),0/0,0/0,29% (2/7),1/3,0/1,- (0/0),- (0/0)
2003 Paris F,L vs Henman,62% (13/21),33% (1/3),0/0,0/0,25% (1/4),2/5,0/1,64% (7/11),8% (1/12)
2003 Paris SF,W vs Novak,50% (11/22),56% (5/9),2/2,1/1,67% (6/9),1/2,0/0,- (0/0),- (0/0)
2002 Hamburg R32,L vs Kuerten,64% (7/11),22% (2/9),0/5,0/0,25% (1/4),0/2,0/1,50% (3/6),33% (2/6)
2002 Miami QF,L vs Federer,33% (2/6),0% (0/1),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2001 Canada QF,W vs Roddick,62% (16/26),40% (2/5),2/2,1/1,100% (4/4),0/1,0/0,50% (2/4),0% (0/5)
2000 Hamburg SF,L vs Kuerten,22% (2/9),57% (4/7),0/0,0/0,30% (3/10),0/2,0/1,- (0/0),- (0/0)
2006 (1 matches),,58.6%,60.0%,20.0%,-,54.5%,62.5%,0.0%,63.6%,33.3%
2004 (1 matches),,16.7%,0.0%,-,-,28.6%,33.3%,0.0%,-,-
2003 (2 matches),,55.8%,50.0%,100.0%,100.0%,53.8%,42.9%,0.0%,63.6%,8.3%
2002 (2 matches),,52.9%,20.0%,0.0%,-,27.3%,0.0%,0.0%,50.0%,33.3%
2001 (1 matches),,61.5%,40.0%,100.0%,100.0%,100.0%,0.0%,-,50.0%,0.0%
Career (8 matches),,51.5%,40.5%,35.7%,100.0%,44.6%,36.0%,0.0%,60.5%,22.7%
