Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2006 US Open R128,L vs Agassi,3.9%,83.3%,11.2%,77.8%,6.6%,6.1%,0.0%,11.1%,32.5%,1.6%,66.7%,-25,-13
2004 Indian Wells R64,L vs Federer,6.9%,100.0%,16.5%,58.8%,13.1%,28.6%,0.0%,8.3%,30.0%,0.0%,-,-12,-18
2003 Paris F,L vs Henman,47.8%,68.2%,27.4%,63.6%,9.8%,13.3%,0.0%,16.1%,33.3%,0.0%,-,-66,-29
2003 Paris SF,W vs Novak,35.1%,66.7%,27.5%,72.0%,7.1%,18.4%,0.0%,11.4%,33.3%,0.6%,0.0%,-34,-13
2002 Hamburg R32,L vs Kuerten,1.6%,100.0%,10.6%,71.4%,9.0%,11.1%,0.0%,15.3%,36.4%,1.7%,50.0%,-74,-70
2002 Miami QF,L vs Federer,14.9%,42.9%,20.4%,52.6%,4.8%,0.0%,0.0%,15.4%,33.3%,1.9%,0.0%,-65,-59
2001 Canada F,W vs Rafter,22.7%,75.0%,17.2%,77.4%,15.9%,33.3%,0.0%,23.4%,45.5%,0.7%,0.0%,79,45
2001 Canada SF,W vs Haas,14.5%,88.9%,19.8%,87.0%,9.9%,16.0%,0.0%,18.4%,37.5%,0.5%,100.0%,0,1
2001 Canada QF,W vs Roddick,12.2%,75.0%,17.5%,77.1%,8.6%,14.3%,0.0%,14.5%,42.1%,1.1%,0.0%,-23,-29
2000 Basel R16,L vs Federer,22.8%,61.5%,23.0%,67.9%,14.0%,17.4%,0.0%,8.1%,8.3%,0.7%,100.0%,-40,-9
2000 Hamburg SF,L vs Kuerten,5.1%,100.0%,13.3%,80.0%,11.4%,9.1%,20.0%,5.8%,16.7%,2.8%,66.7%,-60,-70
Career (11 matches),,17.5%,71.1%,18.3%,71.5%,9.2%,14.5%,4.5%,12.8%,32.1%,1.2%,48.3%,-31,-22
