Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2006 US Open R128,L vs Agassi,26.3%,36.5%,48.8%,32.3%,33.3%,46.8%,54.1%,42.3%,54.5%,44.8%,33.3%,13.0%,16.7%,40.4%,-25
2004 Indian Wells R64,L vs Federer,15.3%,25.4%,38.3%,21.5%,19.4%,33.3%,44.8%,29.7%,22.2%,72.2%,60.0%,10.0%,15.0%,27.8%,-22
2003 Paris F,L vs Henman,31.3%,47.5%,52.3%,41.1%,37.5%,54.7%,55.0%,52.7%,44.4%,59.5%,66.7%,21.9%,37.5%,48.0%,51
2003 Paris SF,W vs Novak,26.0%,34.0%,49.3%,33.8%,37.5%,48.2%,54.3%,51.4%,44.4%,51.7%,60.0%,12.8%,17.9%,44.1%,7
2002 Hamburg R32,L vs Kuerten,14.5%,24.2%,54.0%,22.4%,17.0%,27.7%,53.8%,27.4%,44.4%,72.4%,100.0%,8.3%,16.7%,54.5%,-45
2002 Miami QF,L vs Federer,22.9%,33.3%,31.4%,25.0%,29.6%,37.0%,26.3%,33.3%,33.3%,41.7%,75.0%,15.8%,31.6%,37.5%,39
2001 Canada F,W vs Rafter,28.4%,44.2%,56.1%,34.6%,39.6%,52.8%,62.5%,50.8%,46.4%,64.0%,50.0%,15.0%,35.0%,50.0%,-42
2001 Canada SF,W vs Haas,25.4%,38.8%,53.2%,31.5%,34.3%,54.3%,52.2%,46.0%,50.0%,61.9%,66.7%,17.2%,24.1%,54.2%,54
2001 Canada QF,W vs Roddick,24.8%,38.1%,60.8%,30.9%,39.0%,52.5%,58.3%,49.8%,52.4%,34.2%,50.0%,7.3%,22.0%,63.2%,-43
2000 Basel R16,L vs Federer,37.7%,47.5%,56.7%,42.1%,52.8%,61.1%,47.1%,60.3%,28.6%,27.3%,-,23.5%,41.2%,69.2%,5
2000 Hamburg SF,L vs Kuerten,11.7%,18.3%,33.3%,17.0%,15.2%,23.9%,30.8%,22.2%,33.3%,68.0%,100.0%,0.0%,0.0%,41.7%,-118
Career (11 matches),,24.9%,36.4%,49.5%,31.3%,32.8%,45.6%,50.4%,43.2%,43.3%,52.9%,70.3%,13.7%,24.1%,48.2%,20
