Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2006 US Open R128,L vs Agassi,66.2%,45.1%,2.6%,3/1,2.41,2.5%,62.5%,32.7%,2.3%,2.29,4.1%,81.0%,59.6%,3.4%,2.60,0.0%
2004 Indian Wells R64,L vs Federer,63.6%,39.3%,9.1%,2/2,2.20,31.9%,58.6%,41.2%,6.9%,2.05,41.4%,84.6%,36.4%,15.4%,2.42,16.7%
2003 Paris F,L vs Henman,63.7%,32.3%,8.8%,6/3,2.22,43.1%,59.7%,15.0%,9.0%,1.99,27.5%,80.6%,60.0%,9.7%,2.60,68.0%
2003 Paris SF,W vs Novak,75.6%,51.6%,7.3%,6/0,1.62,8.7%,70.2%,51.5%,8.5%,1.44,14.3%,90.6%,51.7%,6.3%,1.79,2.9%
2002 Hamburg R32,L vs Kuerten,67.1%,46.8%,1.4%,1/0,2.09,6.1%,47.2%,29.4%,2.8%,2.08,7.9%,88.2%,56.7%,0.0%,2.14,0.0%
2002 Miami QF,L vs Federer,62.2%,46.4%,2.2%,1/0,2.23,51.4%,53.3%,31.3%,3.3%,2.33,42.1%,80.0%,66.7%,0.0%,2.13,62.5%
2001 Canada F,W vs Rafter,55.3%,46.8%,9.4%,4/4,1.91,72.7%,52.0%,38.5%,6.0%,1.75,71.9%,75.0%,57.1%,17.9%,2.06,73.5%
2001 Canada SF,W vs Haas,71.4%,68.6%,2.0%,1/0,1.99,31.9%,57.1%,75.0%,0.0%,1.87,52.2%,95.0%,63.2%,5.0%,2.10,12.5%
2001 Canada QF,W vs Roddick,51.6%,53.1%,3.2%,1/2,2.14,2.7%,47.4%,51.9%,1.8%,2.25,5.6%,71.0%,54.5%,6.5%,2.04,0.0%
2000 Basel R16,L vs Federer,60.7%,32.4%,3.3%,1/1,2.04,23.3%,61.9%,30.8%,2.4%,1.96,23.5%,78.6%,36.4%,7.1%,2.13,23.1%
2000 Hamburg SF,L vs Kuerten,75.5%,60.0%,7.5%,3/1,2.48,9.8%,65.7%,56.5%,8.6%,2.50,12.8%,94.4%,64.7%,5.6%,2.42,0.0%
Career (11 matches),,64.3%,46.9%,5.1%,67.4%,2.13,22.9%,58.2%,38.9%,4.7%,2.07,23.0%,83.0%,56.6%,6.5%,2.22,22.8%
