Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,21,11,10,52.4%,13,6,7,46.2%,1997,2009,R16,20,1.00,5.6%,2.2%,67.9%,67.7%,50.6%,62.2%,37.7%,56.0%,39.4%
Roland Garros,9,Clay,15,6,9,40.0%,9,3,6,33.3%,1997,2009,QF,15,1.00,3.9%,2.2%,67.8%,63.2%,47.8%,58.2%,41.8%,59.2%,37.9%
Wimbledon,11,Grass,20,9,11,45.0%,13,6,7,46.2%,1997,2009,R32,20,1.03,6.5%,3.1%,66.4%,72.7%,48.8%,64.7%,36.3%,59.1%,39.6%
US Open,12,Hard,20,8,12,40.0%,10,3,7,30.0%,1996,2009,R16,19,0.99,8.0%,3.1%,63.5%,70.9%,47.4%,62.3%,37.1%,57.2%,48.1%
Olympics,4,,4,0,4,0.0%,2,2,0,100.0%,1992,2004,R64,0,,,,,,,,,,
Davis Cup,15,,47,32,15,68.1%,27,14,13,51.9%,1991,2008,,0,,,,,,,,,,
Bucharest,11,Clay,26,15,11,57.7%,8,3,5,37.5%,1994,2009,SF,26,1.08,4.1%,1.8%,65.3%,67.7%,51.8%,62.2%,40.7%,61.3%,40.9%
Miami Masters,8,Hard,21,13,8,61.9%,15,13,2,86.7%,1999,2006,QF,21,0.99,5.1%,3.3%,64.2%,66.4%,48.6%,60.0%,39.4%,57.5%,43.2%
Paris Masters,7,Carpet,15,8,7,53.3%,9,3,6,33.3%,1995,2005,F,14,0.98,7.9%,3.5%,58.0%,74.5%,50.0%,64.2%,35.1%,64.1%,46.7%
Rotterdam,7,Hard,12,5,7,41.7%,5,4,1,80.0%,2000,2007,SF,12,0.96,7.8%,3.1%,61.5%,69.8%,45.6%,60.5%,37.9%,55.4%,37.5%
Munich,6,Clay,15,9,6,60.0%,6,0,6,0.0%,1999,2006,F,15,1.06,5.6%,1.5%,69.0%,67.2%,53.0%,62.8%,39.6%,62.1%,44.4%
Halle,6,Grass,10,4,6,40.0%,4,3,1,75.0%,2001,2007,R16,10,0.95,9.2%,3.8%,60.5%,70.6%,43.9%,60.0%,37.8%,56.9%,35.4%
