Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,18,4,14,22.2%,11-28,28.2%,140-202,40.9%,2-1,66.7%,17,-,-,1.3%,4.7%,60.1%,59.1%,41.4%,52.1%,41.2%,46.7%,0.86
Clay,25,6,19,24.0%,17-38,30.9%,200-286,41.2%,0-2,0.0%,22,-,-,0.8%,4.3%,60.9%,54.8%,44.0%,50.6%,43.1%,46.9%,0.87
Grass,7,2,5,28.6%,6-11,35.3%,81-94,46.3%,1-3,25.0%,5,-,-,2.1%,1.8%,67.9%,58.5%,48.8%,55.4%,41.4%,48.5%,0.93
Grand Slams,12,2,10,16.7%,6-20,23.1%,86-136,38.7%,1-0,100.0%,10,-,-,1.4%,3.7%,60.9%,55.7%,41.2%,50.0%,42.2%,46.1%,0.84
Premiers,3,0,3,0.0%,0-6,0.0%,17-37,31.5%,0-1,0.0%,3,-,-,1.8%,3.0%,66.7%,53.6%,41.1%,49.4%,33.1%,41.2%,0.65
Internationals,35,10,25,28.6%,28-51,35.4%,318-409,43.7%,2-5,28.6%,31,-,-,1.1%,4.3%,61.3%,57.6%,44.4%,52.5%,42.9%,47.8%,0.90
Quarter-finals,3,0,3,0.0%,0-6,0.0%,17-37,31.5%,0-1,0.0%,3,-,-,1.1%,2.8%,62.5%,55.5%,37.9%,48.9%,34.9%,42.0%,0.68
vs Righties,46,12,34,26.1%,33-69,32.4%,383-527,42.1%,3-5,37.5%,42,-,-,1.2%,4.1%,61.8%,57.2%,43.3%,51.9%,42.2%,47.1%,0.88
vs Lefties,4,0,4,0.0%,1-8,11.1%,38-55,40.9%,0-1,0.0%,2,-,-,0.0%,3.5%,55.7%,48.4%,47.1%,47.8%,40.9%,44.4%,0.78
vs Top 10,2,0,2,0.0%,1-4,20.0%,16-30,34.8%,1-0,100.0%,2,-,-,0.0%,3.6%,53.9%,60.0%,44.2%,52.7%,37.5%,45.1%,0.79
