Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2013 Linz Q1,L vs Giorgi,25% (2/8),100% (2/2),0/4,88% (7/8),14% (1/7),1/2,0/0,0/2,0/0,0/1
2013 Prague 10K SF,L vs Zalabska,69% (11/16),91% (10/11),6/9,80% (12/15),17% (2/12),3/9,0/0,0/1,0/0,0/0
2013 Prague 10K R32,W vs Pochabova,47% (7/15),100% (7/7),2/5,53% (8/15),25% (2/8),4/7,2/3,0/1,1/1,0/0
2013 Budapest R32,L vs Bukta,57% (8/14),88% (7/8),2/7,67% (10/15),10% (1/10),2/7,1/2,1/2,0/1,1/1
2013 Roland Garros R128,L vs Beck,29% (2/7),0% (0/2),0/4,75% (6/8),17% (1/6),0/0,0/0,1/2,0/0,0/1
2013 Roland Garros Q3,W vs Gavrilova,55% (6/11),100% (6/6),3/4,50% (5/10),20% (1/5),2/5,0/1,0/0,0/1,0/0
2013 Stuttgart Q2,L vs Peer,50% (8/16),75% (6/8),2/7,56% (9/16),11% (1/9),3/6,0/1,4/4,0/0,1/1
2013 Stuttgart Q1,W vs Mrdeza,54% (7/13),100% (7/7),3/6,54% (7/13),14% (1/7),5/6,1/1,1/1,1/1,1/1
2013 Croissy Beaubourg 50K F,L vs Keothavong,36% (4/11),100% (4/4),1/5,60% (6/10),17% (1/6),2/3,0/0,1/1,0/0,0/0
2013 Croissy Beaubourg 50K SF,W vs Foretz Gacon,44% (7/16),71% (5/7),1/4,33% (5/15),20% (1/5),4/4,1/2,0/0,0/0,0/0
2013 Croissy Beaubourg 50K QF,W vs Zanevska,69% (9/13),89% (8/9),5/7,62% (8/13),13% (1/8),3/6,0/1,0/0,0/0,0/0
2013 Croissy Beaubourg 50K R16,W vs Buyukakcay,67% (8/12),75% (6/8),1/3,33% (4/12),25% (1/4),4/5,1/1,0/0,1/1,0/0
2013 Grenoble 25K F,W vs Zanevska,73% (11/15),82% (9/11),3/6,67% (10/15),30% (3/10),5/9,2/3,0/1,1/2,0/0
2013 Grenoble 25K QF,W vs Pliskova,40% (4/10),100% (4/4),0/1,20% (2/10),50% (1/2),3/4,2/2,1/1,1/1,0/0
2013 Grenoble 25K R16,W vs Marcinkevica,80% (12/15),100% (12/12),6/8,73% (11/15),18% (2/11),5/11,1/4,0/0,0/2,0/0
2013 Grenoble 25K R32,W vs Kayser,75% (6/8),100% (6/6),2/3,56% (5/9),40% (2/5),3/5,1/1,0/0,1/1,0/0
2012 Zawada 25K R32,W vs Smitkova,100% (8/8),75% (6/8),1/1,29% (2/7),50% (1/2),4/5,1/1,0/0,0/0,0/0
2012 Prague 25K R16,W vs Guisard,67% (10/15),80% (8/10),4/5,60% (9/15),22% (2/9),4/8,1/2,1/2,0/1,1/1
2012 Prague 25K R32,W vs Ondraskova,56% (5/9),100% (5/5),0/2,33% (3/9),33% (1/3),4/4,1/1,0/0,0/0,0/0
2012 Bad Saulgau 25K SF,L vs Jugic Salkic,50% (7/14),57% (4/7),1/5,46% (6/13),0% (0/6),2/4,1/1,0/1,0/0,0/0
2013 (16 matches),,56.0%,88.4%,44.6%,57.8%,19.1%,55.1%,54.5%,56.3%,54.5%,60.0%
2012 (7 matches),,58.8%,82.0%,51.7%,50.0%,20.0%,61.1%,66.7%,50.0%,0.0%,100.0%
2011 (5 matches),,46.2%,75.0%,25.0%,52.0%,19.2%,73.3%,100.0%,83.3%,-,66.7%
Career (28 matches),,55.2%,84.9%,43.2%,55.0%,19.3%,58.6%,59.4%,61.5%,46.2%,70.0%
