Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,23,16,7,69.6%,33-22,60.0%,279-240,53.8%,2-4,33.3%,0,,,,,,,,,,,,W (Grenoble 25K)
2012,49,30,19,61.2%,68-44,60.7%,559-486,53.5%,11-5,68.8%,0,,,,,,,,,,,,W (2x)
2011,31,14,17,45.2%,35-39,47.3%,330-338,49.4%,1-2,33.3%,0,,,,,,,,,,,,SF (3x)
2010,47,32,15,68.1%,69-40,63.3%,566-451,55.7%,6-4,60.0%,0,,,,,,,,,,,,W (2x)
2009,77,52,25,67.5%,109-65,62.6%,893-735,54.9%,11-9,55.0%,0,,,,,,,,,,,,W (2x)
2008,63,37,26,58.7%,84-64,56.8%,728-632,53.5%,6-6,50.0%,0,,,,,,,,,,,,W (Delhi 50K)
2007,54,30,24,55.6%,67-58,53.6%,575-566,50.4%,6-8,42.9%,0,,,,,,,,,,,,F (Padova 25K)
2006,67,40,27,59.7%,90-67,57.3%,769-711,52.0%,10-11,47.6%,0,,,,,,,,,,,,W (Gliwice 25K)
2005,77,48,29,62.3%,101-77,56.7%,864-796,52.0%,11-4,73.3%,0,,,,,,,,,,,,W (2x)
2004,60,42,18,70.0%,91-50,64.5%,730-602,54.8%,11-6,64.7%,0,,,,,,,,,,,,W (RomeCanottieri 10K)
2003,20,11,9,55.0%,25-23,52.1%,226-207,52.2%,1-2,33.3%,0,,,,,,,,,,,,SF (Castel Gandolfo 10K)
2002,8,2,6,25.0%,6-12,33.3%,66-94,41.3%,1-1,50.0%,0,,,,,,,,,,,,R16 (2x)
2001,4,1,3,25.0%,2-6,25.0%,25-44,36.2%,1-0,100.0%,0,,,,,,,,,,,,R16 (Chieti 10K)
Career,580,355,225,61.2%,780-567,57.9%,6610-5902,52.8%,78-62,55.7%,0,,,,,,,,,,,,
