Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,10,5,5,50.0%,2,2,0,100.0%,2006,2011,R64,5,1.01,1.2%,3.8%,58.8%,62.2%,44.0%,54.7%,45.9%,60.4%,46.3%
Roland Garros,7,Clay,11,4,7,36.4%,3,3,0,100.0%,2006,2013,R128,5,0.95,2.0%,2.6%,62.6%,53.9%,45.6%,50.8%,46.6%,50.0%,36.4%
Wimbledon,6,Grass,6,0,6,0.0%,2,1,1,50.0%,2006,2013,R128,1,0.69,3.3%,3.3%,70.0%,52.4%,27.8%,45.0%,38.2%,58.3%,66.7%
US Open,5,Hard,10,5,5,50.0%,2,1,1,50.0%,2006,2010,R128,1,0.43,0.0%,7.5%,50.0%,50.0%,30.0%,40.0%,25.6%,37.5%,0.0%
Bad Gastein,5,Clay,10,5,5,50.0%,2,0,2,0.0%,2008,2012,QF,7,0.99,1.2%,4.6%,56.9%,60.6%,46.7%,54.6%,44.8%,44.4%,46.7%
Stuttgart,4,Clay,8,4,4,50.0%,2,1,1,50.0%,2007,2013,R32,4,0.86,1.3%,1.9%,57.5%,53.0%,47.8%,50.8%,42.4%,42.5%,47.1%
Prague,4,Clay,6,2,4,33.3%,2,1,1,50.0%,2006,2010,R32,1,0.83,0.0%,0.0%,67.6%,47.9%,52.2%,49.3%,41.9%,50.0%,30.0%
Acapulco,4,Clay,4,0,4,0.0%,0,0,0,-,2006,2011,R32,2,0.86,0.7%,6.8%,61.6%,50.0%,39.3%,45.9%,46.5%,39.1%,66.7%
Bogota,3,Clay,5,2,3,40.0%,0,0,0,-,2007,2010,QF,4,0.98,0.4%,7.5%,60.3%,65.3%,42.1%,56.1%,43.0%,59.4%,50.0%
Monterrey,3,Hard,3,0,3,0.0%,1,0,1,0.0%,2009,2011,R32,2,0.81,0.0%,6.8%,59.5%,58.0%,45.0%,52.7%,38.3%,52.4%,38.5%
