Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2020 Roland Garros R128,W vs Moutet,15.6%,23.0%,50.3%,22.6%,15.7%,25.2%,55.2%,26.5%,75.0%,46.8%,50.0%,16.7%,20.5%,40.0%,46
2019 Zhangjiagang CH F,L vs Polmans,15.9%,26.2%,52.8%,22.2%,21.1%,35.2%,55.4%,30.7%,62.9%,61.1%,20.0%,5.7%,8.6%,48.5%,-57
2019 Launceston CH F,L vs Harris,29.5%,38.6%,32.1%,32.0%,36.0%,40.0%,25.0%,40.4%,100.0%,71.4%,100.0%,25.0%,43.8%,41.7%,113
2016 Sibiu CH F,L vs Haase,11.5%,21.8%,50.0%,19.1%,13.3%,28.9%,51.3%,26.4%,50.0%,64.0%,57.1%,10.7%,14.3%,48.0%,-18
Career (4 matches),,16.3%,24.9%,49.5%,22.8%,18.3%,29.3%,52.7%,28.6%,70.5%,55.2%,50.0%,14.0%,19.1%,43.7%,22
