Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2020 Roland Garros R128,W vs Moutet,84.7%,42.9%,3.7%,1/7,2.32,21.7%,83.7%,39.1%,0.7%,2.27,30.1%,88.5%,51.9%,11.5%,2.41,4.6%
2019 Zhangjiagang CH F,L vs Polmans,83.7%,48.1%,1.6%,0/2,1.96,11.8%,83.7%,46.0%,1.0%,1.83,17.3%,95.5%,57.1%,4.5%,2.18,3.0%
2019 Launceston CH F,L vs Harris,66.0%,42.9%,0.0%,0/0,2.48,3.6%,63.6%,38.1%,0.0%,2.69,6.3%,70.0%,50.0%,0.0%,2.21,0.0%
2016 Sibiu CH F,L vs Haase,71.7%,34.9%,1.7%,1/0,2.00,0.0%,67.9%,31.6%,0.0%,1.99,0.0%,85.7%,37.5%,3.6%,2.02,0.0%
Career (4 matches),,80.5%,43.5%,2.4%,18.2%,2.19,14.4%,80.2%,40.8%,0.6%,2.15,20.9%,86.3%,49.6%,6.9%,2.26,3.0%
