Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,20,10,10,50.0%,22-19,53.7%,204-203,50.1%,4-4,50.0%,18,72.5%,27.4%,4.6%,3.0%,60.8%,66.2%,49.2%,59.5%,39.6%,49.8%,0.98,QF (4x)
2025,34,15,19,44.1%,36-39,48.0%,348-371,48.4%,5-4,55.6%,34,70.8%,25.5%,4.7%,4.5%,59.0%,67.7%,47.7%,59.5%,39.4%,49.5%,0.97,W (Monastir)
2024,26,14,12,53.8%,29-29,50.0%,288-272,51.4%,2-7,22.2%,26,70.3%,34.3%,4.3%,4.7%,64.5%,65.4%,46.2%,58.6%,43.3%,50.9%,1.05,SF (2x)
2023,48,21,27,43.8%,51-60,45.9%,491-547,47.3%,7-5,58.3%,48,67.9%,26.7%,5.0%,6.9%,62.6%,67.7%,41.3%,57.8%,39.5%,48.8%,0.94,SF (Francavilla Al Mare)
2022,48,19,29,39.6%,47-68,40.9%,552-614,47.3%,12-12,50.0%,48,69.2%,25.0%,3.9%,5.8%,59.7%,67.3%,45.6%,58.5%,38.7%,48.8%,0.93,F (Prague)
2021,47,17,30,36.2%,49-64,43.4%,517-571,47.5%,4-6,40.0%,47,67.9%,27.1%,4.3%,5.1%,58.5%,65.4%,46.9%,57.7%,40.4%,49.0%,0.96,SF (Bucharest)
2020,26,10,16,38.5%,27-37,42.2%,280-334,45.6%,5-2,71.4%,26,66.1%,23.8%,6.7%,4.0%,56.2%,67.5%,42.7%,56.7%,37.5%,47.4%,0.86,QF (Launceston)
2019,60,34,26,56.7%,73-64,53.3%,665-640,51.0%,7-12,36.8%,59,74.4%,27.4%,6.6%,5.2%,55.4%,70.3%,48.9%,60.8%,40.2%,50.5%,1.02,W (Almaty)
2018,46,24,22,52.2%,52-51,50.5%,493-495,49.9%,8-8,50.0%,46,70.5%,29.4%,4.5%,4.2%,57.9%,65.7%,51.0%,59.5%,40.7%,50.1%,1.01,SF (2x)
2017,34,14,20,41.2%,34-44,43.6%,348-375,48.1%,5-3,62.5%,34,68.2%,27.2%,4.6%,4.1%,54.2%,67.0%,46.9%,57.8%,38.9%,48.7%,0.92,SF (4x)
2016,28,11,17,39.3%,25-38,39.7%,293-333,46.8%,5-7,41.7%,28,72.8%,21.6%,4.5%,4.4%,55.5%,67.8%,50.1%,59.9%,36.3%,48.1%,0.90,F (Sibiu)
2015,19,7,12,36.8%,18-27,40.0%,194-234,45.3%,4-3,57.1%,19,69.4%,21.2%,5.3%,6.2%,55.0%,68.2%,45.3%,57.9%,36.8%,47.6%,0.87,SF (Manerbio)
2014,23,9,14,39.1%,24-30,44.4%,247-274,47.4%,4-5,44.4%,23,70.0%,24.7%,5.6%,4.5%,56.7%,67.0%,47.4%,58.6%,39.4%,49.0%,0.95,QF (3x)
2013,27,14,13,51.9%,34-30,53.1%,307-322,48.8%,9-2,81.8%,27,71.9%,23.9%,4.8%,3.6%,55.9%,68.4%,50.2%,60.4%,38.9%,49.8%,0.98,SF (2x)
2012,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,60.0%,20.0%,0.0%,3.7%,48.8%,57.5%,47.6%,52.4%,31.6%,43.9%,0.66,R32 (Cordenons)
Career,487,219,268,45.0%,521-602,46.4%,5235-5597,48.3%,81-80,50.3%,484,70.1%,26.3%,5.0%,4.9%,58.0%,67.3%,47.1%,58.8%,39.4%,49.2%,0.96,
