Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2011,3,2,1,66.7%,4-3,57.1%,39-28,58.2%,0-1,0.0%,3,-,-,5.6%,7.5%,54.0%,70.4%,51.0%,61.5%,46.4%,53.8%,1.20,R32 (Australian Open)
2010,40,32,8,80.0%,72-24,75.0%,522-387,57.4%,8-3,72.7%,38,-,-,5.1%,6.7%,55.3%,69.9%,50.4%,61.2%,46.3%,53.5%,1.19,W (2x)
2008,20,16,4,80.0%,33-13,71.7%,244-170,58.9%,0-4,0.0%,18,-,-,4.9%,7.5%,50.9%,69.6%,46.6%,58.3%,47.4%,52.7%,1.14,W (2x)
2007,67,63,4,94.0%,129-22,85.4%,875-501,63.6%,11-3,78.6%,64,-,-,4.7%,6.0%,54.9%,71.5%,50.9%,62.2%,49.6%,55.7%,1.31,W (10x)
2006,68,60,8,88.2%,124-24,83.8%,855-480,64.0%,6-3,66.7%,56,-,-,4.1%,6.5%,56.4%,70.0%,51.5%,61.9%,51.8%,56.6%,1.36,W (6x)
2005,39,34,5,87.2%,69-23,75.0%,508-350,59.2%,5-1,83.3%,16,-,-,2.9%,8.6%,50.1%,69.1%,42.1%,55.6%,51.7%,53.6%,1.16,W (4x)
2004,39,35,4,89.7%,72-13,84.7%,493-300,62.2%,4-0,100.0%,13,-,-,4.7%,8.3%,49.8%,68.4%,49.2%,58.8%,50.7%,54.7%,1.23,W (5x)
2003,86,75,11,87.2%,155-36,81.2%,1084-665,62.0%,9-3,75.0%,21,-,-,4.1%,5.7%,53.0%,71.1%,52.5%,62.3%,51.1%,56.5%,1.36,W (8x)
2002,73,52,21,71.2%,111-55,66.9%,880-697,55.8%,14-11,56.0%,0,,,,,,,,,,,,W (2x)
2001,78,60,18,76.9%,132-47,73.7%,978-675,59.2%,8-9,47.1%,0,,,,,,,,,,,,W (3x)
2000,31,17,14,54.8%,39-30,56.5%,344-301,53.3%,3-5,37.5%,0,,,,,,,,,,,,QF (3x)
1999,19,13,6,68.4%,27-14,65.9%,218-157,58.1%,2-1,66.7%,0,,,,,,,,,,,,W (Belgian Open)
Career,563,459,104,81.5%,967-304,76.1%,7040-4711,59.9%,70-44,61.4%,229,-,-,4.5%,6.7%,54.2%,70.3%,49.8%,60.9%,49.6%,55.1%,1.27,
