Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,313,255,58,81.5%,533-161,76.8%,3845-2517,60.4%,37-24,60.7%,127,-,-,4.3%,6.8%,53.6%,69.6%,50.3%,60.6%,49.6%,54.9%,1.26
Clay,152,130,22,85.5%,273-77,78.0%,1962-1284,60.4%,15-8,65.2%,62,-,-,3.9%,6.8%,52.3%,69.2%,48.2%,59.2%,50.7%,54.9%,1.24
Grass,64,53,11,82.8%,115-33,77.7%,822-551,59.9%,11-5,68.8%,37,-,-,5.4%,6.2%,59.7%,74.0%,51.4%,64.9%,49.0%,56.6%,1.40
Carpet,34,21,13,61.8%,46-33,58.2%,411-359,53.4%,7-7,50.0%,3,-,-,12.4%,5.5%,57.8%,77.8%,48.9%,65.6%,39.7%,51.6%,1.15
Grand Slams,169,141,28,83.4%,294-79,78.8%,2058-1283,61.6%,17-5,77.3%,112,-,-,4.6%,7.4%,53.6%,70.5%,49.1%,60.6%,51.1%,55.7%,1.30
Premiers,271,221,50,81.5%,467-156,75.0%,3440-2397,58.9%,40-24,62.5%,91,-,-,4.3%,5.8%,54.4%,70.4%,50.7%,61.4%,48.4%,54.7%,1.25
Internationals,59,47,12,79.7%,100-31,76.3%,737-489,60.1%,7-6,53.8%,10,-,-,6.5%,6.7%,56.5%,71.7%,52.7%,63.5%,46.4%,54.3%,1.27
Finals,61,43,18,70.5%,96-48,66.7%,767-606,55.9%,8-4,66.7%,29,-,-,4.6%,5.9%,55.4%,70.0%,48.0%,60.2%,47.5%,53.7%,1.19
Semi-finals,81,60,21,74.1%,132-61,68.4%,1047-794,56.9%,12-10,54.5%,37,-,-,3.4%,6.2%,53.8%,68.4%,48.6%,59.3%,48.7%,53.7%,1.19
Quarter-finals,98,78,20,79.6%,162-51,76.1%,1169-837,58.3%,16-9,64.0%,38,-,-,4.8%,6.1%,53.8%,72.6%,50.3%,62.3%,46.4%,54.0%,1.23
vs Righties,517,422,95,81.6%,890-272,76.6%,6445-4304,60.0%,66-36,64.7%,214,-,-,4.4%,6.8%,54.1%,70.3%,49.7%,60.8%,49.7%,55.1%,1.27
vs Lefties,43,34,9,79.1%,71-32,68.9%,557-395,58.5%,4-8,33.3%,14,-,-,4.8%,5.3%,55.6%,70.6%,51.7%,62.2%,48.5%,54.8%,1.28
vs Top 10,142,86,56,60.6%,199-143,58.2%,1728-1571,52.4%,21-19,52.5%,64,-,-,3.6%,6.4%,52.7%,68.6%,47.4%,58.6%,47.1%,52.7%,1.14
