Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2010 s Hertogenbosch F,W vs Petkovic,65.1%,50.0%,7.0%,4/2,2.34,10.0%,70.4%,39.5%,5.6%,2.33,15.6%,69.2%,72.2%,11.5%,2.34,0.0%
2010 Stuttgart F,W vs Stosur,63.2%,58.3%,3.9%,3/0,2.12,24.5%,64.3%,44.4%,2.4%,2.11,31.3%,65.6%,76.2%,6.3%,2.12,14.3%
2010 Miami SF,L vs Clijsters,70.1%,51.2%,1.7%,1/1,2.69,17.4%,79.5%,46.6%,1.4%,2.59,28.8%,70.6%,62.5%,2.9%,2.84,0.0%
2010 Miami QF,W vs Wozniacki,73.1%,52.6%,1.0%,0/1,2.50,2.3%,74.6%,48.0%,0.0%,2.44,4.5%,78.8%,61.5%,3.0%,2.56,0.0%
2010 Australian Open F,L vs Williams,63.6%,65.1%,3.0%,1/2,1.90,4.0%,67.7%,59.5%,0.0%,1.80,7.1%,63.6%,76.2%,9.1%,2.02,0.0%
2010 Australian Open SF,W vs Zheng,88.1%,73.0%,2.4%,1/0,2.51,5.0%,94.1%,68.8%,0.0%,1.74,11.1%,71.4%,100.0%,14.3%,3.15,0.0%
2010 Australian Open R64,W vs Dementieva,77.3%,61.3%,4.1%,0/4,2.68,2.2%,83.9%,61.5%,0.0%,2.84,2.2%,82.1%,60.9%,14.3%,2.52,2.2%
2010 Brisbane F,L vs Clijsters,69.9%,52.8%,2.9%,1/2,2.07,11.3%,79.3%,56.5%,1.7%,2.03,21.1%,70.3%,46.2%,5.4%,2.11,2.4%
2010 Brisbane R16,W vs Karatantcheva,78.3%,57.4%,7.2%,4/1,2.26,5.1%,86.7%,53.8%,11.1%,2.26,8.3%,78.9%,66.7%,0.0%,2.25,0.0%
2008 Miami QF,L vs Williams,66.7%,47.1%,9.8%,1/4,2.47,0.0%,80.8%,38.1%,7.7%,2.40,0.0%,65.0%,61.5%,15.0%,2.56,0.0%
2008 Australian Open QF,L vs Sharapova,72.9%,40.0%,6.3%,2/1,2.21,2.0%,71.0%,45.5%,6.5%,2.35,4.5%,81.3%,30.8%,6.3%,2.10,0.0%
2008 Australian Open R64,W vs Puchkova,76.6%,59.2%,3.1%,1/1,2.37,8.1%,86.8%,54.5%,5.3%,2.42,8.0%,88.9%,68.8%,0.0%,2.26,8.3%
2007 WTA Championships F,W vs Sharapova,73.2%,50.5%,3.1%,1/3,2.49,10.0%,73.6%,45.3%,2.3%,2.47,18.2%,93.5%,62.1%,6.5%,2.52,0.0%
2007 Zurich F,W vs Golovin,77.5%,54.5%,5.6%,2/2,2.18,2.1%,80.0%,60.0%,2.0%,2.01,3.7%,78.9%,40.0%,15.8%,2.41,0.0%
2007 US Open F,W vs Kuznetsova,71.9%,65.2%,0.0%,0/0,2.48,5.3%,70.2%,66.7%,0.0%,2.30,8.0%,76.5%,61.5%,0.0%,2.82,0.0%
2007 US Open SF,W vs Williams,76.5%,56.5%,2.5%,1/1,2.55,2.1%,77.1%,51.4%,2.1%,2.44,0.0%,86.2%,64.0%,3.4%,2.70,5.0%
2007 US Open QF,W vs Williams,69.4%,60.0%,4.2%,2/1,2.37,3.8%,70.0%,60.7%,5.0%,2.23,3.7%,71.0%,59.1%,3.2%,2.51,3.8%
2007 US Open R16,W vs Safina,75.0%,75.8%,2.3%,0/1,2.32,4.0%,90.9%,65.0%,4.5%,2.22,7.1%,81.3%,92.3%,0.0%,2.44,0.0%
2007 US Open R32,W vs Makarova,93.6%,65.9%,6.4%,1/2,2.16,0.0%,97.1%,67.6%,2.9%,2.01,0.0%,90.9%,60.0%,18.2%,2.35,0.0%
2007 US Open R64,W vs Pironkova,84.8%,56.4%,4.3%,1/1,1.93,17.2%,92.0%,47.8%,4.0%,1.84,33.3%,88.9%,68.8%,5.6%,1.99,5.9%
Career (86 matches),,73.9%,55.2%,3.6%,49.2%,2.36,8.3%,77.6%,52.8%,2.9%,2.30,12.9%,80.9%,59.9%,5.7%,2.43,3.0%
