Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,46,38,8,82.6%,6,5,1,83.3%,2000,2011,W,28,1.23,5.3%,7.8%,53.0%,68.2%,49.6%,59.4%,49.9%,58.5%,49.2%
Roland Garros,9,Clay,46,41,5,89.1%,1,1,0,100.0%,1999,2010,W,32,1.25,3.6%,7.6%,51.2%,69.1%,46.8%,58.2%,52.1%,59.6%,52.3%
Wimbledon,8,Grass,38,30,8,78.9%,8,6,2,75.0%,2000,2010,F,24,1.45,5.4%,6.7%,58.2%,75.5%,52.3%,65.8%,49.6%,50.6%,52.7%
US Open,9,Hard,42,35,7,83.3%,7,5,2,71.4%,1999,2007,W,28,1.34,4.4%,7.3%,53.9%,70.6%,49.3%,60.8%,52.6%,56.7%,54.7%
Olympics,1,,6,6,0,100.0%,0,0,0,-,2004,2004,W,0,,,,,,,,,,
Fed Cup,7,,17,15,2,88.2%,3,1,2,33.3%,1999,2010,,1,1.30,3.3%,8.3%,53.3%,68.8%,46.4%,58.3%,54.1%,20.0%,54.5%
Miami,8,Hard,28,20,8,71.4%,8,6,2,75.0%,2001,2010,F,16,1.16,4.5%,6.7%,54.3%,68.6%,49.5%,59.9%,46.6%,60.3%,49.3%
Berlin,7,Clay,32,28,4,87.5%,4,4,0,100.0%,2001,2008,W,10,1.22,3.8%,5.7%,49.9%,68.4%,50.0%,59.2%,50.0%,64.9%,48.5%
WTA Tour Championships,5,Hard,18,13,5,72.2%,6,2,4,33.3%,2001,2007,W,6,1.34,2.6%,6.7%,55.6%,70.5%,49.7%,61.3%,51.9%,44.8%,55.4%
Dubai,5,Hard,18,17,1,94.4%,6,3,3,50.0%,2003,2008,W,9,1.20,3.7%,5.7%,54.3%,69.8%,53.7%,62.4%,45.1%,67.3%,48.1%
Indian Wells,5,Hard,18,14,4,77.8%,0,0,0,-,2001,2010,W,7,1.38,3.1%,6.7%,52.9%,71.0%,52.3%,62.2%,52.3%,61.5%,49.3%
Filderstadt,5,Hard,16,11,5,68.8%,3,2,1,66.7%,2000,2005,F,0,,,,,,,,,,
