Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
10-Nov-2025,Lyon CH,Hard,F,100,391,(6) Struff d. (Q) Liam Broady [GBR],6-4 6-4,1.46,15.8%,0.0%,64.9%,83.8%,50.0%,2/3,1:18
15-Apr-2024,Munich,Clay,F,28,15,(4) Struff d. (3) Taylor Fritz [USA],7-5 6-3,1.36,3.4%,0.0%,56.9%,78.8%,48.0%,4/6,1:19
12-Jun-2023,Stuttgart,Grass,F,24,12,(3) Frances Tiafoe [USA] d. Struff,4-6 7-6(1) 7-6(8),0.70,23.9%,6.8%,61.5%,79.2%,53.3%,3/3,2:09
24-Apr-2023,Madrid Masters,Clay,F,65,2,(1) Carlos Alcaraz [ESP] d. (LL) Struff,6-4 3-6 6-3,0.92,3.8%,4.8%,51.0%,75.5%,45.1%,8/11,2:25
31-Oct-2022,Bergamo CH,Hard,F,168,265,(Q) Otto Virtanen [FIN] d. Struff,6-2 7-5,0.55,10.0%,8.6%,57.1%,60.0%,43.3%,4/8,1:12
04-Jul-2022,Braunschweig CH,Clay,F,155,172,Struff d. Maximilian Marterer [GER],6-2 6-2,2.04,29.5%,6.8%,56.8%,88.0%,63.2%,3/3,1:01
26-Apr-2021,Munich,Clay,F,44,35,(5) Nikoloz Basilashvili [GEO] d. (7) Struff,6-4 7-6(5),0.72,19.4%,3.0%,67.2%,75.6%,54.5%,1/2,1:25
06-Aug-2018,Pullach CH,Clay,F,56,166,Pedro Sousa [POR] d. (1) Struff,6-1 6-3,0.71,8.3%,10.4%,64.6%,58.1%,29.4%,4/9,0:55
09-Jan-2017,Canberra CH,Hard,F,64,86,(8) Dudi Sela [ISR] d. (1) Struff,3-6 6-4 6-3,1.02,13.9%,7.6%,46.8%,83.8%,31.0%,3/9,1:48
03-Oct-2016,Mons CH,Hard,F,109,158,(6) Struff d. Vincent Millot [FRA],6-2 6-0,2.67,18.9%,2.7%,48.6%,83.3%,73.7%,1/1,0:48
