Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,290,131,159,45.2%,336-399,45.7%,3611-3752,49.0%,74-87,46.0%,277,80.7%,17.6%,11.7%,4.6%,57.4%,76.2%,48.7%,64.5%,35.0%,49.6%,0.99
Clay,159,80,79,50.3%,209-205,50.5%,2073-2039,50.4%,36-42,46.2%,159,78.6%,22.4%,9.0%,4.3%,55.3%,73.8%,50.2%,63.2%,38.0%,50.4%,1.03
Grass,62,28,34,45.2%,86-90,48.9%,921-925,49.9%,22-27,44.9%,61,87.2%,13.1%,14.4%,5.0%,57.2%,79.8%,51.9%,67.9%,32.1%,50.0%,1.00
Grand Slams,76,31,45,40.8%,130-160,44.8%,1405-1481,48.7%,26-36,41.9%,76,79.4%,18.3%,11.5%,5.4%,55.1%,76.1%,48.4%,63.7%,35.7%,49.6%,0.98
Masters,109,53,56,48.6%,125-134,48.3%,1269-1283,49.7%,23-25,47.9%,109,80.6%,19.5%,10.2%,4.3%,56.3%,75.7%,49.6%,64.3%,36.3%,50.0%,1.02
Other Tours,297,138,159,46.5%,333-364,47.8%,3495-3553,49.6%,72-83,46.5%,293,81.6%,17.9%,11.5%,4.4%,57.5%,76.0%,50.2%,65.0%,35.3%,50.0%,1.01
Best of 5,82,34,48,41.5%,141-173,44.9%,1535-1604,48.9%,29-40,42.0%,81,79.2%,19.0%,11.3%,5.3%,55.1%,76.0%,48.4%,63.6%,36.0%,49.7%,0.99
Best of 3,429,205,224,47.8%,490-521,48.5%,5070-5112,49.8%,103-116,47.0%,416,81.5%,18.3%,11.2%,4.3%,57.2%,76.0%,50.1%,64.9%,35.4%,50.0%,1.01
Finals,4,1,3,25.0%,4-6,40.0%,54-54,50.0%,0-3,0.0%,4,88.5%,15.1%,13.6%,4.3%,58.7%,77.3%,49.7%,65.9%,30.9%,49.0%,0.91
Semi-finals,15,4,11,26.7%,11-24,31.4%,152-183,45.4%,0-3,0.0%,15,75.6%,16.7%,11.1%,4.5%,58.5%,74.2%,43.8%,61.6%,33.0%,47.4%,0.86
Quarter-finals,39,14,25,35.9%,36-55,39.6%,442-506,46.6%,9-10,47.4%,38,78.3%,15.6%,11.5%,4.5%,57.6%,75.1%,47.5%,63.4%,34.3%,49.0%,0.94
vs Righties,448,211,237,47.1%,558-610,47.8%,5796-5895,49.6%,119-135,46.9%,437,80.8%,18.6%,11.4%,4.5%,56.7%,76.1%,49.4%,64.5%,35.6%,50.0%,1.00
vs Lefties,61,27,34,44.3%,71-82,46.4%,785-800,49.5%,13-19,40.6%,58,81.9%,17.4%,10.0%,4.8%,56.7%,74.9%,51.3%,64.7%,34.9%,49.7%,0.99
vs Top 10,62,13,49,21.0%,48-123,28.1%,759-970,43.9%,16-24,40.0%,61,76.0%,12.4%,9.5%,4.5%,57.0%,73.3%,46.2%,61.6%,32.3%,47.3%,0.84
