Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Djere,111.0,120.5,9.7,123.2,118.0,134,65,96.9,6.5,101.2,99.2,110,82
2024 Wimbledon R32,L vs Medvedev,114.4,121.2,6.1,124.0,118.0,136,105,101.8,6.8,102.2,100.7,122,87
2022 Wimbledon R128,L vs Alcaraz,115.1,123.8,6.2,126.7,121.9,136,104,103.5,7.4,108.2,103.4,123,79
2021 US Open R128,L vs Griekspoor,113.7,125.7,7.4,129.2,122.8,139,100,100.2,7.4,104.9,100.3,115,81
2021 Wimbledon R128,L vs Medvedev,115.1,125.0,6.4,128.3,122.3,137,103,98.0,6.9,100.8,101.5,116,85
2020 US Open R32,L vs Djokovic,112.0,120.8,7.6,124.2,118.5,133,109,98.6,7.6,102.3,85.0,118,85
2019 US Open R64,L vs Isner,104.4,116.2,13.9,118.3,110.9,133,84,93.7,5.5,95.3,91.0,110,81
2019 Wimbledon R32,L vs Kukushkin,113.6,126.1,6.0,129.1,123.9,135,111,99.0,8.0,106.7,98.4,132,75
2019 Roland Garros R16,L vs Djokovic,108.6,121.8,5.0,,,131,109,94.2,4.7,,,104,83
2019 Roland Garros R32,W vs Coric,110.6,123.7,6.3,,,134,97,96.1,7.4,,,123,78
2019 Roland Garros R128,W vs Shapovalov,111.7,121.6,6.9,,,131,106,94.8,4.0,,,106,89
2018 US Open R32,L vs Goffin,108.0,121.4,7.4,125.6,117.0,132,102,93.7,6.3,97.6,91.3,110,84
2018 Wimbledon R32,L vs Federer,117.2,127.2,6.6,131.0,120.4,141,107,102.4,8.7,111.4,108.5,129,92
2017 Wimbledon R128,L vs Raonic,112.8,124.7,6.7,128.3,122.4,138,104,98.9,4.4,103.7,101.0,112,92
2017 Roland Garros R128,L vs Berdych,109.2,123.4,9.6,,,132,80,97.3,5.5,,,109,87
2017 Australian Open R128,L vs Thiem,118.5,130.4,8.3,131.8,129.6,140,99,102.8,4.4,106.0,108.0,110,90
2016 US Open R128,L vs Young,112.3,119.3,13.2,121.2,121.8,140,88,103.3,5.4,106.9,101.6,113,89
2016 Wimbledon R128,L vs Evans,115.8,126.8,4.9,127.8,123.9,134,104,101.0,4.8,96.0,102.7,113,92
2016 Roland Garros R128,L vs Tsonga,113.7,120.2,8.5,124.0,119.8,133,92,95.1,7.0,101.6,,106,83
2014 US Open R64,L vs Isner,108.3,114.5,8.6,,,132,90,93.5,4.2,,,102,86
Career (22 matches),,112.1,122.4,7.9,126.5,121.2,141,65,98.1,6.3,104.0,99.9,132,75
