Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 US Open R16,L vs Djokovic,8% (1/13),100% (1/1),1/4,46% (6/13),0% (0/6),1/1,0/0,1/3,0/0,0/1
2025 Auckland R16,L vs Monfils,10% (1/10),0% (0/1),0/2,22% (2/9),0% (0/2),0/0,0/0,0/0,0/0,0/0
2024 Davis Cup RR,L vs Griekspoor,6% (1/17),0% (0/1),0/2,18% (3/17),33% (1/3),0/0,0/0,3/3,0/0,1/1
2024 Paris R32,L vs Fils,20% (2/10),0% (0/2),0/2,33% (3/9),33% (1/3),0/0,0/0,2/2,0/0,1/1
2024 US Open R128,L vs Djere,33% (8/24),50% (4/8),3/9,44% (11/25),9% (1/11),2/4,0/0,4/5,0/0,0/0
2024 Gstaad SF,L vs Halys,9% (1/11),0% (0/1),0/1,30% (3/10),67% (2/3),0/0,0/0,0/0,0/0,0/0
2024 Wimbledon R32,L vs Medvedev,11% (2/19),100% (2/2),1/4,42% (8/19),38% (3/8),1/2,1/1,3/4,0/0,2/2
2024 Wimbledon R64,W vs Zhang,23% (5/22),40% (2/5),0/2,17% (4/23),50% (2/4),1/2,1/1,2/2,0/0,0/0
2024 Wimbledon R128,W vs Marozsan,47% (9/19),67% (6/9),0/2,15% (3/20),33% (1/3),4/5,2/3,1/1,1/1,0/0
2024 Halle R16,W vs Tsitsipas,20% (2/10),100% (2/2),0/0,0% (0/10),- (0/0),2/2,2/2,0/0,1/1,0/0
2024 Stuttgart R16,W vs Rinderknech,18% (2/11),50% (1/2),0/0,0% (0/11),- (0/0),0/0,0/0,0/0,0/0,0/0
2024 Stuttgart R32,W vs Cobolli,10% (1/10),100% (1/1),0/0,0% (0/11),- (0/0),1/1,1/1,2/2,1/1,0/0
2024 Madrid R32,W vs Humbert,27% (3/11),67% (2/3),0/0,0% (0/11),- (0/0),2/2,2/2,1/1,1/1,0/0
2024 Munich F,W vs Fritz,55% (6/11),83% (5/6),1/2,30% (3/10),33% (1/3),2/4,1/2,1/1,0/1,0/0
2024 Munich SF,W vs Rune,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),3/3,0/0,0/0,0/0,0/0
2024 Monte Carlo R16,L vs Sinner,11% (1/9),100% (1/1),1/4,56% (5/9),20% (1/5),1/1,0/0,0/0,0/0,0/0
2024 Monte Carlo R64,W vs Baez,69% (9/13),44% (4/9),0/4,43% (6/14),17% (1/6),2/3,0/0,3/4,0/0,3/3
2024 Miami R64,W vs Altmaier,56% (5/9),80% (4/5),1/1,22% (2/9),50% (1/2),2/3,1/2,0/0,0/1,0/0
2024 Indian Wells R32,L vs Sinner,20% (2/10),0% (0/2),0/2,33% (3/9),33% (1/3),0/0,0/0,2/2,0/0,1/1
2024 Dubai R32,L vs Hurkacz,17% (3/18),0% (0/3),0/0,6% (1/18),100% (1/1),0/0,0/0,4/4,0/0,2/2
2025 (2 matches),,8.7%,50.0%,16.7%,36.4%,0.0%,100.0%,-,33.3%,-,0.0%
2024 (19 matches),,27.6%,58.0%,21.1%,23.9%,30.0%,72.7%,78.6%,87.9%,66.7%,90.9%
2023 (14 matches),,25.6%,68.2%,17.2%,30.6%,40.4%,84.6%,100.0%,88.2%,100.0%,60.0%
2022 (3 matches),,28.9%,53.8%,0.0%,33.3%,60.0%,83.3%,100.0%,83.3%,100.0%,100.0%
2021 (12 matches),,29.1%,54.5%,13.5%,29.3%,21.4%,76.0%,54.5%,73.1%,50.0%,50.0%
Career (346 matches),,30.5%,62.6%,19.2%,30.0%,35.4%,82.1%,82.3%,79.7%,83.7%,76.2%
