Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),75,719,99,1704,114,1639,76,1688,70,1625,,,,
2025,83,711,72,1758,81,1696,61,1715,57,1652,,,,
2024,42,1240,26,1875,40,1766,17,1853,22,1752,127,650,,
2023,25,1522,35,1823,46,1751,27,1792,34,1700,,,,
2022,150,375,77,1741,71,1698,54,1724,80,1600,,,,
2021,51,1134,56,1792,52,1737,40,1763,52,1655,,,,
2020,36,1450,33,1818,36,1769,29,1765,,,47,1900,,
2019,35,1245,36,1833,48,1757,28,1790,43,1688,56,1475,39,1744
2018,57,875,38,1812,39,1755,48,1740,72,1625,22,3080,37,1743
2017,53,898,50,1805,47,1760,57,1733,84,1593,190,340,113,1493
2016,63,758,52,1792,50,1744,56,1728,95,1579,182,409,,
2015,107,547,101,1694,83,1666,91,1649,139,1522,162,462,118,1510
2014,59,781,89,1714,80,1680,84,1666,117,1552,169,452,,
2013,107,523,113,1658,106,1613,108,1620,119,1547,450,127,,
2012,168,321,143,1614,155,1545,138,1567,198,1437,404,146,,
2011,239,202,288,1424,351,1267,238,1431,,,627,69,,
2010,359,116,348,1343,361,1240,327,1322,237,1324,,,,
2009,702,24,,,,,,,,,1256,9,,
2008,,,,,,,,,,,1080,16,,
