Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 US Open R16,L vs Djokovic,3.9,4.1,3.7,41.1%,48.1%,33.3%,33.3%,52.6%,18.0%,2.5,2.0,-4.5,-5.0
2025 Auckland R16,L vs Monfils,3.9,4.6,3.3,34.3%,52.2%,57.1%,63.6%,58.8%,17.8%,10.0,11.1,-5.0,-8.3
2024 Davis Cup Finals RR,L vs Griekspoor,2.8,2.9,2.8,48.6%,48.6%,41.7%,40.0%,49.4%,14.4%,7.0,8.6,1.0,1.3
2024 Paris R32,L vs Fils,2.9,2.8,3.0,43.8%,54.8%,40.0%,66.7%,50.0%,15.1%,1.5,2.4,-3.5,-5.6
2024 Gstaad SF,L vs Halys,2.4,2.8,2.1,48.1%,38.9%,25.0%,0.0%,48.4%,20.4%,7.0,17.5,6.5,16.7
2024 Halle R16,W vs Tsitsipas,2.5,2.3,2.7,55.8%,60.0%,33.3%,50.0%,51.2%,14.3%,13.5,34.6,-1.0,-2.8
2024 Stuttgart R16,W vs Rinderknech,2.5,2.3,2.7,52.5%,68.2%,0.0%,100.0%,42.1%,19.4%,14.5,42.6,5.5,11.0
2024 Stuttgart R32,W vs Cobolli,1.9,1.6,2.2,59.8%,50.0%,100.0%,-,43.5%,17.1%,9.0,40.9,6.0,20.7
2024 Madrid R32,W vs Humbert,4.2,4.2,4.1,45.5%,64.0%,58.8%,66.7%,48.4%,8.8%,14.0,15.1,4.5,4.3
2024 Munich F,W vs Fritz,3.8,4.1,3.6,54.1%,65.0%,35.3%,75.0%,46.7%,10.3%,18.5,22.8,4.0,4.6
2024 Munich SF,W vs Rune,3.1,2.3,3.7,67.9%,66.7%,71.4%,100.0%,45.4%,13.2%,15.0,36.6,5.0,10.9
2024 Monte Carlo R16,L vs Sinner,3.8,3.8,3.8,39.7%,32.0%,71.4%,44.4%,51.9%,2.6%,5.0,6.0,-8.5,-11.2
2024 Monte Carlo R64,W vs Baez,4.6,3.9,5.2,50.5%,50.0%,55.2%,48.0%,45.2%,4.8%,8.5,4.5,-11.0,-5.1
2024 Miami R64,W vs Altmaier,3.8,3.8,3.7,53.7%,70.0%,53.8%,50.0%,48.2%,7.1%,8.5,11.5,9.5,12.0
2024 Indian Wells R32,L vs Sinner,3.4,3.4,3.3,46.6%,43.5%,33.3%,12.5%,45.1%,11.3%,3.5,7.0,-3.5,-6.5
2024 Dubai R32,L vs Hurkacz,3.3,3.8,2.9,48.5%,50.0%,62.5%,66.7%,52.6%,11.9%,1.5,1.0,2.0,1.6
2024 Rotterdam R16,L vs Ruusuvuori,4.0,3.9,4.1,50.0%,28.6%,39.1%,28.6%,47.1%,21.7%,0.5,0.8,-4.5,-6.9
2024 Australian Open R128,W vs Hijikata,3.3,3.2,3.4,52.4%,44.9%,57.7%,53.3%,47.3%,9.2%,21.0,11.5,-11.0,-5.9
2023 Basel R16,L vs Hurkacz,3.1,3.3,2.8,39.5%,44.4%,57.1%,50.0%,45.5%,11.7%,3.0,6.8,-3.5,-6.6
2023 Beijing R32,L vs Ruud,3.5,3.2,3.9,51.5%,42.9%,50.0%,11.1%,57.5%,6.8%,-9.5,-9.0,9.5,11.7
Career (63 matches),,3.3,3.3,3.3,49.1%,49.1%,48.3%,51.7%,47.3%,11.4%,5.2,6.6,-0.5,-0.6
