Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 US Open R16,L vs Djokovic,63.5%,44.7%,5.4%,4/0,-,0.0%,54.2%,38.5%,6.3%,-,0.0%,80.8%,52.4%,3.8%,-,0.0%
2025 Auckland R16,L vs Monfils,51.6%,34.4%,1.6%,1/0,2.12,11.6%,47.6%,20.0%,0.0%,1.75,27.8%,75.0%,58.3%,6.3%,2.36,0.0%
2024 Davis Cup Finals RR,L vs Griekspoor,53.7%,39.2%,7.4%,5/2,2.17,19.6%,45.5%,40.0%,7.6%,2.14,39.3%,75.0%,38.1%,7.1%,2.20,0.0%
2024 Paris R32,L vs Fils,63.0%,49.0%,4.9%,3/1,2.38,13.9%,60.8%,38.7%,3.9%,1.88,29.4%,74.1%,65.0%,7.4%,2.61,0.0%
2024 Gstaad SF,L vs Halys,47.8%,43.8%,3.0%,2/0,-,26.8%,43.2%,31.3%,0.0%,-,52.9%,61.5%,56.3%,7.7%,-,8.3%
2024 Halle R16,W vs Tsitsipas,55.2%,53.1%,5.2%,2/1,-,18.5%,45.7%,56.3%,2.9%,-,38.5%,80.0%,50.0%,10.0%,-,0.0%
2024 Stuttgart R16,W vs Rinderknech,52.9%,54.1%,4.3%,3/0,-,7.1%,45.5%,55.0%,2.3%,-,12.5%,73.9%,52.9%,8.7%,-,0.0%
2024 Stuttgart R32,W vs Cobolli,51.6%,60.6%,1.6%,1/0,-,22.2%,36.1%,38.5%,2.8%,-,30.0%,76.9%,75.0%,0.0%,-,12.5%
2024 Madrid R32,W vs Humbert,67.6%,47.8%,4.4%,3/0,-,17.1%,60.4%,41.4%,4.2%,-,33.3%,85.0%,58.8%,5.0%,-,0.0%
2024 Munich F,W vs Fritz,67.2%,65.1%,1.6%,1/0,2.30,13.6%,51.4%,63.2%,2.7%,2.32,22.7%,96.0%,66.7%,0.0%,2.27,4.5%
2024 Munich SF,W vs Rune,78.0%,68.8%,0.0%,0/0,-,27.8%,76.9%,65.0%,0.0%,-,55.6%,92.3%,75.0%,0.0%,-,0.0%
2024 Monte Carlo R16,L vs Sinner,60.9%,39.3%,4.3%,0/2,2.18,0.0%,50.0%,30.8%,0.0%,1.72,0.0%,75.0%,46.7%,10.0%,2.48,0.0%
2024 Monte Carlo R64,W vs Baez,79.5%,51.6%,0.0%,0/0,1.96,6.6%,81.7%,46.6%,0.0%,1.95,16.7%,85.4%,60.0%,0.0%,1.97,0.0%
2024 Miami R64,W vs Altmaier,65.2%,62.8%,0.0%,0/0,-,50.0%,66.7%,63.3%,0.0%,-,77.3%,76.5%,61.5%,0.0%,-,7.1%
2024 Indian Wells R32,L vs Sinner,51.9%,29.6%,3.8%,0/2,1.86,0.0%,48.6%,35.3%,2.9%,1.66,0.0%,66.7%,20.0%,6.7%,2.12,0.0%
2024 Dubai R32,L vs Hurkacz,54.7%,45.3%,1.5%,1/1,2.25,15.5%,49.5%,43.5%,2.2%,2.04,28.2%,74.4%,48.3%,0.0%,2.42,0.0%
2024 Rotterdam R16,L vs Ruusuvuori,66.1%,40.5%,1.8%,0/1,-,6.3%,60.0%,42.9%,0.0%,-,11.1%,88.9%,37.5%,5.6%,-,0.0%
2024 Australian Open R128,W vs Hijikata,61.0%,54.0%,3.7%,4/2,2.23,3.6%,49.5%,46.8%,2.1%,2.04,6.9%,84.1%,60.4%,6.3%,2.36,0.0%
2023 Basel R16,L vs Hurkacz,55.3%,53.8%,12.8%,3/3,2.31,13.3%,48.5%,50.0%,15.2%,2.12,18.5%,71.4%,60.0%,7.1%,2.50,5.6%
2023 Beijing R32,L vs Ruud,69.3%,42.3%,4.0%,1/2,-,16.4%,62.5%,43.3%,0.0%,-,18.5%,91.7%,40.9%,12.5%,-,14.3%
Career (63 matches),,59.9%,49.8%,4.2%,55.6%,2.19,15.6%,53.8%,46.1%,3.7%,2.02,25.1%,78.6%,54.7%,5.7%,2.34,6.0%
