Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,20,8,12,40.0%,25-32,43.9%,272-289,48.5%,4-7,36.4%,16,78.2%,17.5%,12.1%,4.9%,60.7%,76.1%,47.1%,64.7%,35.4%,49.4%,1.01
Clay,10,3,7,30.0%,8-16,33.3%,100-126,44.2%,1-3,25.0%,10,75.9%,15.7%,8.0%,2.9%,57.6%,73.3%,48.8%,62.9%,35.3%,48.7%,0.95
Grass,6,3,3,50.0%,9-9,50.0%,85-88,49.1%,1-0,100.0%,6,83.3%,15.9%,11.5%,5.8%,55.8%,76.4%,51.3%,65.3%,35.3%,49.9%,1.02
Grand Slams,9,5,4,55.6%,19-17,52.8%,170-179,48.7%,5-1,83.3%,9,79.4%,17.3%,12.9%,6.1%,56.3%,78.3%,45.7%,64.1%,36.7%,49.7%,1.02
Masters,6,1,5,16.7%,3-11,21.4%,53-78,40.5%,0-1,0.0%,6,72.7%,13.0%,10.3%,3.2%,60.7%,72.5%,45.6%,61.9%,31.9%,46.8%,0.84
Other Tours,17,6,11,35.3%,16-24,40.0%,182-198,47.9%,1-4,20.0%,17,80.0%,17.4%,9.2%,3.6%,60.6%,74.0%,52.4%,65.5%,35.3%,49.8%,1.02
Best of 5,9,5,4,55.6%,19-17,52.8%,170-179,48.7%,5-1,83.3%,9,79.4%,17.3%,12.9%,6.1%,56.3%,78.3%,45.7%,64.1%,36.7%,49.7%,1.02
Best of 3,27,9,18,33.3%,23-40,36.5%,287-324,47.0%,1-9,10.0%,23,78.1%,16.2%,9.5%,3.5%,60.6%,73.6%,50.7%,64.6%,34.4%,49.0%,0.97
Quarter-finals,2,0,2,0.0%,0-4,0.0%,16-25,39.0%,0-0,-,2,65.0%,14.3%,5.8%,2.5%,60.8%,64.4%,55.3%,60.8%,35.7%,47.1%,0.91
vs Righties,31,13,18,41.9%,38-48,44.2%,394-431,47.8%,6-7,46.2%,28,78.8%,17.1%,11.3%,4.6%,59.2%,75.9%,47.9%,64.5%,35.7%,49.5%,1.00
vs Lefties,4,1,3,25.0%,4-7,36.4%,51-58,46.8%,0-1,0.0%,3,73.0%,15.4%,8.7%,5.1%,56.7%,68.8%,50.0%,60.6%,34.1%,47.6%,0.87
vs Top 10,5,1,4,20.0%,4-11,26.7%,61-83,42.4%,1-1,50.0%,5,75.7%,9.7%,10.7%,5.0%,60.7%,74.4%,43.0%,62.1%,30.9%,46.5%,0.81
