Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,8,2,6,25.0%,9-13,40.9%,93-103,47.4%,0-1,0.0%,7,74.7%,17.8%,10.5%,4.8%,64.3%,72.1%,47.1%,63.2%,35.6%,48.6%,0.97,R16 (Rotterdam)
2025,38,15,23,39.5%,41-60,40.6%,474-536,46.9%,7-14,33.3%,35,78.9%,15.8%,11.3%,4.2%,58.4%,74.7%,48.7%,63.9%,35.1%,49.1%,0.97,QF (3x)
2024,51,29,22,56.9%,78-58,57.4%,735-689,51.6%,27-16,62.8%,50,84.3%,18.0%,11.1%,4.8%,58.1%,77.3%,51.3%,66.4%,36.4%,51.1%,1.08,W (Munich)
2023,37,20,17,54.1%,49-46,51.6%,491-481,50.5%,11-11,50.0%,37,82.8%,18.6%,11.7%,4.3%,58.9%,75.1%,50.4%,64.9%,34.7%,49.8%,0.99,F (2x)
2022,21,8,13,38.1%,23-32,41.8%,267-289,48.0%,4-8,33.3%,17,81.8%,12.4%,12.7%,4.7%,57.4%,75.4%,51.4%,65.2%,32.1%,48.5%,0.92,QF (Sofia)
2021,57,27,30,47.4%,68-73,48.2%,684-720,48.7%,15-11,57.7%,54,78.1%,19.1%,11.1%,4.8%,56.3%,74.0%,47.8%,62.5%,36.4%,49.4%,0.97,F (Munich)
2020,30,15,15,50.0%,39-37,51.3%,375-355,51.4%,4-8,33.3%,30,80.6%,23.2%,12.6%,3.8%,55.9%,76.1%,49.1%,64.2%,37.5%,50.5%,1.05,QF (2x)
2019,63,35,28,55.6%,88-73,54.7%,849-782,52.1%,16-19,45.7%,63,85.3%,19.4%,14.0%,3.5%,55.5%,79.2%,51.5%,66.9%,36.1%,51.2%,1.09,SF (2x)
2018,49,23,26,46.9%,64-69,48.1%,657-673,49.4%,15-14,51.7%,49,81.0%,18.1%,12.2%,5.1%,56.4%,76.8%,49.6%,64.9%,34.1%,49.7%,0.97,QF (4x)
2017,57,28,29,49.1%,65-74,46.8%,696-709,49.5%,12-20,37.5%,57,81.3%,17.9%,10.4%,5.5%,53.3%,77.5%,49.8%,64.6%,35.3%,50.1%,1.00,SF (2x)
2016,31,13,18,41.9%,38-45,45.8%,419-419,50.0%,9-6,60.0%,31,77.6%,22.0%,8.7%,5.1%,53.4%,75.9%,49.7%,63.7%,37.4%,50.3%,1.03,QF (2x)
2015,24,5,19,20.8%,23-46,33.3%,332-385,46.3%,8-13,38.1%,22,77.2%,15.2%,10.2%,5.2%,58.9%,74.9%,44.7%,62.5%,33.3%,48.1%,0.89,R16 (3x)
2014,32,15,17,46.9%,32-46,41.0%,364-392,48.1%,3-8,27.3%,32,80.1%,17.6%,8.3%,3.1%,58.5%,73.6%,50.5%,64.0%,35.0%,49.5%,0.97,SF (3x)
2013,13,4,9,30.8%,14-22,38.9%,169-183,48.0%,1-7,12.5%,13,76.3%,21.1%,7.7%,4.8%,59.5%,71.4%,49.2%,62.4%,37.0%,49.5%,0.98,R16 (2x)
Career,511,239,272,46.8%,631-694,47.6%,6605-6716,49.6%,132-156,45.8%,497,81.0%,18.5%,11.2%,4.6%,56.7%,76.0%,49.7%,64.6%,35.5%,49.9%,1.00,
