Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 US Open R16,L vs Djokovic,20,32,0.6,13.2%,21.1%,14,26,0.5,10.9%,20.3%,7.0%,3.1%,1.9,22.4%,11.8%
2025 Auckland R16,L vs Monfils,23,21,1.1,19.5%,17.8%,19,19,1.0,19.8%,19.8%,10.4%,3.1%,2.3,33.1%,14.4%
2024 Davis Cup RR,L vs Griekspoor,31,21,1.5,16.1%,10.9%,18,20,0.9,11.8%,13.2%,7.9%,3.3%,2.6,24.0%,9.4%
2024 Paris Masters R32,L vs Fils,38,25,1.5,25.9%,17.0%,28,21,1.3,23.5%,17.6%,10.1%,2.5%,2.0,30.6%,15.0%
2024 US Open R128,L vs Djere,40,72,0.6,11.8%,21.3%,29,52,0.6,10.5%,18.8%,7.2%,2.9%,0.8,13.6%,17.2%
2024 Gstaad SF,L vs Halys,45,18,2.5,33.3%,13.3%,43,12,3.6,39.8%,11.1%,13.0%,11.1%,5.2,38.5%,7.4%
2024 Wimbledon R32,L vs Medvedev,41,37,1.1,17.8%,16.1%,31,28,1.1,16.1%,14.5%,9.3%,6.2%,2.8,20.4%,7.4%
2024 Wimbledon R64,W vs Zhang,66,29,2.3,23.3%,10.2%,46,20,2.3,19.7%,8.6%,10.3%,8.2%,3.0,21.2%,7.1%
2024 Wimbledon R128,W vs Marozsan,60,43,1.4,24.8%,17.8%,37,34,1.1,18.9%,17.3%,10.2%,5.6%,1.0,15.3%,14.9%
2024 Halle R16,W vs Tsitsipas,38,9,4.2,34.2%,8.1%,30,8,3.8,31.9%,8.5%,9.6%,5.3%,2.0,28.8%,14.4%
2024 Stuttgart R16,W vs Rinderknech,45,16,2.8,35.2%,12.5%,32,13,2.5,32.7%,13.3%,13.3%,5.1%,3.8,29.7%,7.8%
2024 Stuttgart R32,W vs Cobolli,48,9,5.3,39.3%,7.4%,35,6,5.8,37.6%,6.5%,8.6%,3.2%,3.8,31.1%,8.2%
2024 Madrid Masters R32,W vs Humbert,42,21,2.0,32.1%,16.0%,36,16,2.3,31.3%,13.9%,15.7%,8.7%,1.4,24.4%,17.6%
2024 Munich F,W vs Fritz,30,16,1.9,24.6%,13.1%,28,16,1.8,25.5%,14.5%,16.4%,7.3%,1.3,15.6%,12.3%
2024 Munich SF,W vs Rune,28,14,2.0,36.4%,18.2%,20,13,1.5,30.3%,19.7%,18.2%,4.5%,0.4,9.1%,20.8%
2024 Monte Carlo Masters R16,L vs Sinner,15,25,0.6,13.8%,22.9%,11,20,0.6,11.5%,20.8%,9.4%,0.0%,1.0,14.7%,14.7%
2024 Monte Carlo Masters R64,W vs Baez,37,55,0.7,17.4%,25.8%,28,50,0.6,14.6%,26.0%,10.4%,2.6%,0.7,12.2%,17.8%
2024 Miami Masters R64,W vs Altmaier,32,22,1.5,27.1%,18.6%,28,20,1.4,28.0%,20.0%,11.0%,10.0%,1.3,21.2%,16.1%
2024 Indian Wells Masters R32,L vs Sinner,16,15,1.1,14.5%,13.6%,13,14,0.9,13.4%,14.4%,7.2%,4.1%,3.0,27.3%,9.1%
2024 Dubai R32,L vs Hurkacz,46,40,1.2,18.0%,15.7%,29,38,0.8,14.0%,18.4%,10.1%,3.9%,1.2,18.0%,14.5%
Career (106 matches),,3754,3166,1.2,18.9%,15.9%,2784,2747,1.0,16.7%,16.5%,7.6%,4.1%,1.3,17.4%,13.0%
