Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),30,1585,30,1861,32,1812,31,1792,17,1788,,,,
2025,26,1565,36,1844,37,1785,30,1784,18,1779,,,,
2024,40,1280,32,1855,30,1803,30,1775,19,1757,131,590,,
2023,23,1640,24,1870,20,1818,28,1789,13,1787,,,,
2022,95,584,70,1745,92,1654,41,1754,48,1672,,,,
2021,65,966,21,1900,34,1811,16,1850,36,1707,,,,
2020,153,423,99,1686,111,1586,70,1678,,,,,,
2019,178,288,190,1564,210,1485,127,1575,182,1452,484,81,,
2018,231,215,142,1626,140,1573,114,1596,,,600,16,,
2017,232,223,234,1502,251,1426,208,1472,191,1433,380,144,,
2016,347,134,,,,,,,,,329,204,,
2015,598,54,,,,,,,,,669,77,,
2014,1354,4,,,,,,,,,1072,24,,
