Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,15,8,7,53.3%,6,4,2,66.7%,2019,2026,R32,15,0.91,8.3%,3.8%,62.3%,72.2%,50.4%,64.0%,32.6%,66.1%,42.2%
Roland Garros,8,Clay,16,8,8,50.0%,8,3,5,37.5%,2018,2025,R16,15,1.02,6.5%,3.7%,64.8%,69.3%,50.6%,62.7%,38.0%,56.1%,40.1%
Wimbledon,6,Grass,12,6,6,50.0%,9,5,4,55.6%,2019,2025,R64,12,0.95,10.0%,4.1%,61.9%,72.9%,50.8%,64.5%,33.7%,66.1%,33.0%
US Open,7,Hard,12,5,7,41.7%,2,2,0,100.0%,2018,2025,R32,12,0.94,10.0%,5.8%,60.2%,72.1%,45.0%,61.4%,36.3%,57.5%,36.3%
Olympics,1,,2,1,1,50.0%,1,0,1,0.0%,2024,2024,R32,2,1.34,12.2%,5.4%,66.2%,83.7%,48.0%,71.6%,38.1%,33.3%,33.3%
Davis Cup,6,,22,11,11,50.0%,22,12,10,54.5%,2019,2024,,17,0.99,11.7%,2.1%,68.1%,76.6%,53.9%,69.4%,30.2%,63.2%,32.1%
Dubai,4,Hard,13,9,4,69.2%,7,5,2,71.4%,2023,2026,F,12,1.01,12.6%,2.5%,67.0%,73.7%,55.6%,67.7%,32.7%,78.4%,42.0%
Rotterdam,11,Hard,23,12,11,52.2%,18,11,7,61.1%,2016,2026,SF,23,0.89,9.6%,3.2%,65.1%,75.6%,51.3%,67.1%,29.4%,60.2%,32.5%
Montpellier,4,Hard,10,6,4,60.0%,10,2,8,20.0%,2021,2026,QF,10,1.06,12.6%,3.2%,65.1%,77.0%,52.9%,68.6%,33.5%,79.6%,42.9%
United Cup,2,Hard,4,0,4,0.0%,2,0,2,0.0%,2024,2026,RR,4,0.59,7.8%,4.3%,66.1%,63.8%,55.1%,60.9%,23.0%,41.2%,25.0%
Paris Masters,4,Hard,8,4,4,50.0%,5,1,4,20.0%,2022,2025,R16,8,1.05,12.2%,4.7%,63.5%,76.4%,49.8%,66.7%,35.0%,58.3%,40.4%
Vienna,2,Hard,4,2,2,50.0%,2,2,0,100.0%,2022,2025,QF,3,1.07,12.0%,2.8%,63.4%,78.1%,60.8%,71.8%,30.2%,60.0%,11.1%
