Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Dubai SF,W vs Rublev,46.3%,61.0%,50.0%,54.0%,50.0%,65.5%,44.8%,60.9%,54.5%,44.4%,66.7%,40.9%,54.5%,61.5%,47
2026 Dubai R16,W vs Bublik,50.8%,65.6%,63.3%,57.7%,60.0%,75.0%,68.8%,70.5%,61.1%,31.8%,0.0%,33.3%,47.6%,57.1%,-79
2026 Rotterdam QF,L vs Auger Aliassime,29.4%,44.1%,46.7%,36.3%,39.1%,54.3%,50.0%,49.3%,61.1%,50.0%,75.0%,10.5%,26.3%,41.2%,-18
2026 Montpellier R16,W vs Carreno Busta,63.0%,73.9%,73.3%,66.5%,78.6%,85.7%,83.3%,84.3%,35.7%,42.9%,-,43.8%,62.5%,66.7%,89
2026 United Cup RR,L vs Hurkacz,35.6%,47.5%,47.4%,39.2%,43.6%,51.3%,40.9%,49.0%,41.2%,63.6%,-,20.0%,40.0%,56.3%,-79
2026 United Cup RR,L vs Zverev,27.9%,37.2%,35.7%,34.0%,36.7%,50.0%,42.1%,45.3%,70.6%,69.2%,100.0%,10.0%,10.0%,22.2%,-33
2025 Stockholm R32,L vs Fearnley,31.9%,46.9%,47.3%,40.7%,38.5%,56.4%,54.2%,51.3%,50.0%,50.0%,0.0%,18.8%,28.1%,34.6%,51
2025 Shanghai R32,W vs Sinner,37.4%,50.5%,50.8%,45.5%,44.9%,59.4%,60.5%,56.5%,63.0%,59.5%,40.0%,20.7%,31.0%,34.8%,-29
2025 US Open R128,L vs Mannarino,29.3%,39.4%,36.7%,35.6%,43.9%,61.4%,46.9%,54.7%,72.0%,37.5%,12.5%,12.5%,12.5%,25.0%,-13
2025 Bastad QF,L vs De Jong,28.4%,42.2%,45.5%,36.4%,40.3%,53.7%,45.0%,53.3%,44.8%,44.7%,50.0%,9.8%,24.4%,45.9%,-43
2025 Bastad R16,W vs Pellegrino,35.0%,51.5%,49.2%,43.6%,42.4%,62.1%,50.0%,55.9%,33.3%,55.6%,0.0%,25.8%,38.7%,47.8%,120
2025 Mallorca F,W vs Moutet,25.9%,50.6%,62.7%,40.2%,29.1%,58.2%,64.1%,50.2%,65.2%,53.1%,33.3%,20.0%,36.0%,60.0%,-21
2025 Roland Garros R32,W vs Quinn,34.5%,51.8%,57.5%,45.6%,40.0%,60.0%,65.0%,55.4%,40.9%,53.6%,75.0%,22.9%,34.3%,40.7%,76
2025 Roland Garros R64,W vs Diallo,36.8%,47.4%,41.0%,42.0%,39.7%,53.4%,47.7%,49.0%,34.4%,41.5%,42.9%,37.0%,44.4%,32.4%,72
2025 Rome R64,L vs Fils,30.2%,43.4%,33.3%,35.1%,36.4%,48.5%,28.6%,44.2%,56.3%,58.8%,100.0%,21.1%,36.8%,40.0%,-3
2025 Rome R128,W vs Kecmanovic,41.1%,60.3%,50.0%,49.3%,51.9%,74.1%,57.7%,63.0%,55.6%,48.1%,100.0%,11.1%,22.2%,37.5%,-2
2025 Marrakech F,L vs Darderi,24.7%,45.7%,67.3%,37.4%,33.3%,54.9%,64.7%,53.5%,43.5%,35.7%,0.0%,12.5%,37.5%,71.4%,-8
2025 Marrakech SF,W vs Majchrzak,38.7%,53.3%,55.6%,44.8%,48.9%,66.7%,69.6%,59.1%,50.0%,51.7%,25.0%,24.1%,34.5%,40.9%,-29
2025 Marrakech QF,W vs Bellucci,35.5%,54.8%,59.0%,44.7%,40.0%,65.7%,61.9%,56.3%,60.0%,28.0%,50.0%,30.8%,42.3%,55.6%,-23
2025 Indian Wells QF,L vs Rune,24.2%,36.8%,36.2%,32.0%,31.7%,48.3%,46.3%,44.0%,50.0%,30.0%,50.0%,12.5%,18.8%,21.4%,8
Career (117 matches),,32.8%,46.8%,51.4%,40.7%,40.8%,57.2%,56.0%,53.1%,48.8%,49.9%,46.6%,20.4%,31.1%,44.6%,65
