Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R32,L vs Dimitrov,112.8,121.2,4.3,123.1,119.0,130,110,101.9,5.3,107.3,101.0,113,91
2024 US Open R64,W vs Baez,112.6,118.2,5.0,121.7,116.3,125,108,92.2,6.9,96.5,,102,82
2024 US Open R128,W vs Nagal,103.1,112.1,11.9,117.3,111.3,127,65,90.0,10.6,91.3,85.5,109,66
2023 US Open R128,L vs Fils,107.8,114.3,7.1,119.0,111.0,129,90,97.7,5.5,101.9,97.8,109,85
2022 US Open R128,L vs Coria,107.2,114.3,7.5,119.7,106.6,127,95,98.0,7.7,104.0,99.3,113,81
2022 Wimbledon R64,L vs Alcaraz,111.8,118.6,5.3,123.1,115.9,129,109,103.2,4.7,109.3,102.9,113,92
2021 US Open R64,L vs Djokovic,110.2,116.2,6.8,120.7,110.6,128,103,97.7,4.1,101.0,96.0,105,88
2021 US Open R128,W vs Struff,112.8,118.0,7.9,122.8,112.1,130,83,101.0,6.4,105.1,97.8,121,86
2021 Wimbledon R128,L vs Zverev,111.4,117.0,5.3,119.6,114.5,125,106,97.8,6.6,,92.3,108,85
Career (9 matches),,110.0,116.5,7.0,120.7,112.4,130,65,98.6,6.3,101.8,97.4,121,66
