Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,168,82,86,48.8%,199-215,48.1%,2121-2204,49.0%,60-58,50.8%,159,85.1%,12.9%,11.0%,3.8%,64.6%,75.0%,51.5%,66.6%,31.5%,49.3%,0.94
Clay,56,28,28,50.0%,79-73,52.0%,757-759,49.9%,16-14,53.3%,55,79.5%,19.6%,7.1%,4.0%,63.7%,72.1%,51.4%,64.6%,36.1%,50.3%,1.02
Grass,32,20,12,62.5%,48-37,56.5%,441-439,50.1%,14-7,66.7%,32,86.3%,12.8%,10.3%,3.5%,64.1%,74.9%,53.1%,67.0%,31.4%,49.6%,0.95
Grand Slams,37,17,20,45.9%,59-72,45.0%,611-668,47.8%,9-8,52.9%,37,77.3%,17.9%,8.5%,4.7%,61.7%,71.5%,49.1%,62.9%,34.2%,48.9%,0.92
Masters,47,19,28,40.4%,53-65,44.9%,592-613,49.1%,12-18,40.0%,47,83.3%,15.2%,9.9%,4.3%,64.1%,74.5%,48.9%,65.3%,33.4%,49.7%,0.96
Other Tours,150,83,67,55.3%,186-162,53.4%,1822-1821,50.0%,57-43,57.0%,145,86.2%,13.3%,10.4%,3.5%,64.8%,74.9%,53.4%,67.3%,32.0%,49.8%,0.98
Best of 5,37,17,20,45.9%,59-72,45.0%,611-668,47.8%,9-8,52.9%,37,77.3%,17.9%,8.5%,4.7%,61.7%,71.5%,49.1%,62.9%,34.2%,48.9%,0.92
Best of 3,219,113,106,51.6%,267-253,51.3%,2708-2734,49.8%,81-71,53.3%,209,85.6%,13.6%,10.4%,3.6%,64.9%,75.0%,52.4%,67.0%,32.2%,49.8%,0.98
Finals,6,3,3,50.0%,6-6,50.0%,70-68,50.7%,2-3,40.0%,5,90.9%,11.9%,12.1%,3.5%,68.8%,74.3%,53.7%,67.9%,30.9%,49.8%,0.96
Semi-finals,11,6,5,54.5%,13-11,54.2%,127-122,51.0%,3-1,75.0%,11,88.6%,12.3%,12.2%,3.5%,63.1%,77.5%,53.3%,68.6%,30.0%,50.0%,0.95
Quarter-finals,27,11,16,40.7%,29-32,47.5%,307-325,48.6%,6-8,42.9%,24,85.2%,12.0%,9.6%,3.9%,64.6%,74.4%,50.7%,66.0%,30.6%,48.8%,0.90
vs Righties,227,112,115,49.3%,288-299,49.1%,2976-3070,49.2%,76-74,50.7%,218,83.8%,14.5%,10.0%,3.8%,64.1%,74.2%,51.7%,66.1%,32.5%,49.5%,0.96
vs Lefties,29,18,11,62.1%,38-26,59.4%,343-332,50.8%,14-5,73.7%,28,86.1%,14.3%,10.0%,3.7%,66.1%,75.7%,51.0%,67.3%,33.1%,50.3%,1.01
vs Top 10,40,7,33,17.5%,24-72,25.0%,424-562,43.0%,10-19,34.5%,38,77.6%,9.4%,9.5%,3.4%,66.0%,70.6%,47.3%,62.7%,28.3%,46.1%,0.76
