Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,37,18,19,48.6%,40-45,47.1%,428-455,48.5%,13-10,56.5%,35,84.3%,12.3%,11.6%,3.8%,65.4%,74.0%,51.7%,66.3%,30.7%,48.9%,0.91
Clay,18,11,7,61.1%,28-20,58.3%,256-232,52.5%,7-5,58.3%,18,84.0%,18.7%,9.0%,3.3%,65.4%,74.4%,51.9%,66.6%,35.8%,51.3%,1.07
Grass,5,4,1,80.0%,8-3,72.7%,61-55,52.6%,1-0,100.0%,5,89.5%,15.5%,7.6%,4.5%,62.6%,75.3%,50.3%,66.0%,33.1%,50.0%,0.97
Grand Slams,7,3,4,42.9%,9-14,39.1%,102-119,46.2%,1-1,50.0%,7,71.4%,19.1%,7.9%,5.7%,63.1%,71.3%,42.5%,60.7%,35.1%,48.1%,0.89
Masters,16,8,8,50.0%,18-21,46.2%,193-196,49.6%,5-5,50.0%,16,82.8%,16.7%,10.1%,4.3%,65.1%,74.4%,48.3%,65.3%,33.1%,49.7%,0.95
Other Tours,37,22,15,59.5%,49-33,59.8%,450-427,51.3%,15-9,62.5%,35,88.8%,12.5%,11.2%,2.9%,65.8%,74.8%,55.8%,68.3%,31.7%,50.3%,1.00
Best of 5,7,3,4,42.9%,9-14,39.1%,102-119,46.2%,1-1,50.0%,7,71.4%,19.1%,7.9%,5.7%,63.1%,71.3%,42.5%,60.7%,35.1%,48.1%,0.89
Best of 3,53,30,23,56.6%,67-54,55.4%,643-623,50.8%,20-14,58.8%,51,87.0%,13.8%,10.9%,3.3%,65.5%,74.7%,53.4%,67.4%,32.1%,50.1%,0.98
Finals,3,1,2,33.3%,2-2,50.0%,26-25,51.0%,1-2,33.3%,2,95.8%,8.3%,8.6%,4.3%,65.4%,75.5%,62.5%,71.0%,30.1%,50.9%,1.04
Semi-finals,4,3,1,75.0%,6-2,75.0%,48-42,53.3%,2-0,100.0%,4,93.2%,11.4%,13.5%,2.7%,65.7%,75.9%,54.9%,68.7%,27.0%,49.9%,0.86
Quarter-finals,10,4,6,40.0%,11-12,47.8%,117-123,48.8%,2-5,28.6%,9,84.6%,13.8%,5.8%,2.3%,64.8%,71.3%,50.7%,64.0%,32.0%,48.6%,0.89
vs Righties,52,29,23,55.8%,68-58,54.0%,661-651,50.4%,20-15,57.1%,50,84.9%,14.9%,10.6%,3.6%,65.1%,74.5%,51.8%,66.6%,32.6%,50.0%,0.98
vs Lefties,8,4,4,50.0%,8-10,44.4%,84-91,48.0%,1-0,100.0%,8,82.8%,12.6%,9.1%,4.4%,65.4%,72.1%,50.3%,64.5%,32.5%,48.6%,0.92
vs Top 10,10,4,6,40.0%,8-12,40.0%,101-119,45.9%,5-3,62.5%,9,80.0%,10.0%,7.8%,3.0%,68.2%,70.6%,48.5%,63.5%,29.3%,47.1%,0.80
