Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Dubai SF,W vs Rublev,4.8%,33.3%,7.2%,81.8%,28.9%,30.8%,0.0%,18.5%,0.0%,2.5%,0.0%,93,126
2026 Dubai R16,W vs Bublik,8.5%,50.0%,14.4%,72.2%,27.0%,0.0%,66.7%,20.8%,66.7%,0.8%,0.0%,-1,52
2026 Rotterdam QF,L vs Auger Aliassime,15.4%,60.0%,12.2%,75.0%,18.0%,9.1%,20.0%,10.5%,0.0%,0.7%,0.0%,58,59
2026 Montpellier R16,W vs Carreno Busta,3.6%,100.0%,7.4%,87.5%,12.1%,42.9%,25.0%,28.6%,0.0%,0.0%,-,63,166
2026 United Cup RR,L vs Hurkacz,25.5%,71.4%,21.1%,58.3%,17.5%,20.0%,50.0%,10.3%,33.3%,3.3%,0.0%,47,34
2026 United Cup RR,L vs Zverev,15.0%,50.0%,15.4%,57.1%,6.9%,14.3%,0.0%,13.3%,100.0%,2.6%,50.0%,49,-2
2025 Stockholm R32,L vs Fearnley,5.9%,66.7%,16.4%,74.3%,20.0%,22.2%,25.0%,9.1%,37.5%,1.0%,33.3%,12,38
2025 Shanghai R32,W vs Sinner,0.0%,-,12.4%,63.6%,19.4%,20.0%,16.7%,10.3%,40.0%,2.6%,33.3%,4,26
2025 US Open R128,L vs Mannarino,0.0%,-,10.3%,73.7%,7.1%,5.9%,2.9%,9.5%,66.7%,0.3%,0.0%,4,35
2025 Bastad QF,L vs De Jong,10.9%,63.6%,21.7%,60.0%,19.8%,19.4%,28.6%,12.5%,18.2%,1.5%,50.0%,88,77
2025 Bastad R16,W vs Pellegrino,15.4%,85.7%,19.9%,76.9%,18.6%,23.5%,0.0%,7.7%,20.0%,3.6%,11.1%,25,86
2025 Mallorca F,W vs Moutet,46.8%,75.0%,37.7%,74.1%,24.0%,33.3%,0.0%,29.4%,33.3%,0.0%,-,98,69
2025 Roland Garros R32,W vs Quinn,0.8%,100.0%,11.3%,84.8%,25.4%,28.6%,33.3%,11.0%,50.0%,1.8%,16.7%,7,40
2025 Roland Garros R64,W vs Diallo,6.6%,62.5%,10.1%,76.0%,18.6%,20.0%,12.5%,15.0%,25.0%,3.3%,0.0%,47,58
2025 Rome R64,L vs Fils,3.9%,0.0%,5.1%,40.0%,22.2%,20.0%,0.0%,13.2%,33.3%,2.6%,0.0%,42,17
2025 Rome R128,W vs Kecmanovic,3.5%,100.0%,10.4%,60.0%,18.8%,21.7%,10.0%,11.9%,25.0%,2.7%,16.7%,85,70
2025 Marrakech F,L vs Darderi,14.3%,60.0%,21.3%,65.7%,19.4%,17.6%,25.0%,11.4%,14.3%,2.2%,20.0%,-6,22
2025 Marrakech SF,W vs Majchrzak,9.2%,66.7%,15.8%,69.6%,18.4%,26.9%,20.0%,7.4%,16.7%,1.4%,66.7%,-7,34
2025 Marrakech QF,W vs Bellucci,7.0%,50.0%,12.4%,73.3%,17.7%,30.8%,0.0%,12.9%,25.0%,0.0%,-,48,28
2025 Indian Wells QF,L vs Rune,3.3%,33.3%,15.4%,38.5%,16.0%,24.0%,25.0%,4.1%,5.9%,0.6%,50.0%,-25,-14
Career (117 matches),,7.7%,67.6%,14.2%,69.0%,17.9%,22.3%,16.9%,10.3%,28.3%,1.2%,28.3%,20,38
