Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,4,0,4,0.0%,1-8,11.1%,24-50,32.4%,0-0,-,3,36.0%,23.1%,3.4%,3.4%,61.5%,50.5%,29.8%,42.6%,39.8%,41.0%,0.69,R32 (2x)
2023,9,5,4,55.6%,13-11,54.2%,114-115,49.8%,2-2,50.0%,9,67.9%,31.9%,5.4%,2.7%,61.9%,66.3%,42.0%,57.1%,41.5%,49.3%,0.97,R16 (3x)
2022,23,9,14,39.1%,24-27,47.1%,250-252,49.8%,2-6,25.0%,22,69.3%,32.4%,3.6%,3.4%,60.0%,64.8%,48.0%,58.1%,42.3%,50.1%,1.01,QF (2x)
2021,30,15,15,50.0%,34-33,50.7%,307-288,51.6%,0-1,0.0%,27,65.2%,37.3%,4.0%,2.9%,60.3%,63.1%,45.7%,56.2%,44.7%,50.6%,1.02,W (Nur-Sultan)
2020,18,7,11,38.9%,19-23,45.2%,190-198,49.0%,2-4,33.3%,18,67.2%,30.5%,4.3%,3.1%,63.2%,65.4%,45.6%,58.1%,41.8%,49.9%,1.00,SF (Lyon)
2019,45,24,21,53.3%,53-47,53.0%,481-464,50.9%,4-2,66.7%,45,68.3%,33.6%,4.5%,2.8%,63.8%,63.5%,47.1%,57.6%,43.4%,50.4%,1.02,W (2x)
2018,43,21,22,48.8%,50-53,48.5%,505-477,51.4%,4-11,26.7%,43,71.1%,32.5%,5.6%,3.5%,62.2%,66.1%,47.0%,58.9%,42.3%,50.5%,1.03,W (Budapest)
2017,18,9,9,50.0%,21-19,52.5%,196-185,51.4%,3-3,50.0%,17,78.6%,30.1%,6.5%,3.7%,56.4%,67.4%,51.6%,60.5%,40.0%,50.5%,1.01,W (Quebec City)
2016,21,8,13,38.1%,23-28,45.1%,230-246,48.3%,3-3,50.0%,17,65.3%,24.9%,5.9%,4.8%,56.9%,66.9%,45.0%,57.5%,39.1%,48.2%,0.92,QF (Quebec City)
2015,38,19,19,50.0%,42-42,50.0%,391-401,49.4%,7-5,58.3%,23,66.8%,27.7%,6.3%,3.2%,58.9%,65.5%,47.8%,58.2%,37.7%,48.1%,0.90,SF (3x)
2014,29,12,17,41.4%,30-37,44.8%,312-309,50.2%,1-7,12.5%,27,-,-,4.2%,2.9%,60.4%,62.2%,50.4%,57.6%,41.3%,49.4%,0.97,SF (Hong Kong)
2013,7,1,6,14.3%,2-12,14.3%,43-78,35.5%,0-2,0.0%,4,-,-,4.5%,3.6%,62.5%,60.0%,34.5%,50.4%,40.7%,45.8%,0.82,
2012,5,3,2,60.0%,6-6,50.0%,57-56,50.4%,1-0,100.0%,3,-,-,5.3%,2.5%,59.8%,66.4%,51.0%,60.2%,38.1%,49.3%,0.96,QF (Brussels)
2011,3,1,2,33.3%,2-5,28.6%,35-38,47.9%,0-2,0.0%,3,-,-,4.7%,6.3%,61.4%,66.7%,34.7%,54.3%,42.4%,48.7%,0.93,R16 (Brussels)
Career,293,134,159,45.7%,320-351,47.7%,3135-3157,49.8%,29-48,37.7%,261,68.4%,31.7%,5.0%,3.3%,60.9%,64.7%,46.9%,57.8%,41.7%,49.7%,0.99,
