Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 New York R32,L vs Potapova,50% (8/16),38% (3/8),1/1,0/0,50% (5/10),0/2,0/1,- (0/0),- (0/0)
2019 Karlsruhe SF,W vs Badosa,55% (6/11),78% (7/9),3/6,1/1,45% (5/11),1/1,0/0,83% (10/12),42% (5/12)
2019 Karlsruhe R32,W vs Minnen,47% (9/19),57% (4/7),2/6,1/1,57% (4/7),0/1,0/0,- (0/0),- (0/0)
2019 W100 Surbiton QF,L vs Mcnally,50% (6/12),29% (2/7),0/0,0/0,43% (3/7),0/2,0/1,50% (3/6),33% (2/6)
2019 Madrid R64,L vs Bencic,44% (4/9),75% (3/4),0/0,0/0,60% (9/15),1/3,0/1,- (0/0),- (0/0)
2019 Rabat SF,L vs Sakkari,83% (5/6),33% (3/9),0/0,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2019 Rabat QF,W vs Bonaventure,82% (9/11),53% (8/15),2/3,1/1,43% (3/7),1/2,0/0,- (0/0),- (0/0)
2019 Rabat R16,W vs Lepchenko,47% (7/15),71% (5/7),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Rabat R32,W vs Parmentier,47% (8/17),50% (4/8),2/5,1/1,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2019 Fed Cup RR,L vs Suarez Navarro,71% (5/7),0% (0/6),0/0,0/0,50% (3/6),2/4,2/3,- (0/0),- (0/0)
2019 Lugano R16,L vs Ferro,58% (7/12),22% (2/9),0/0,0/0,56% (5/9),3/5,1/2,- (0/0),- (0/0)
2019 Lugano R32,W vs Smitkova,62% (8/13),67% (4/6),2/2,1/1,73% (11/15),0/1,0/0,- (0/0),- (0/0)
2019 Indian Wells R64,L vs Bencic,38% (3/8),29% (2/7),0/0,0/0,14% (1/7),0/2,0/1,- (0/0),- (0/0)
2019 Indian Wells R128,W vs Riske Amritraj,38% (8/21),36% (4/11),2/3,1/1,67% (6/9),0/0,0/0,75% (3/4),100% (4/4)
2019 Budapest F,W vs Vondrousova,53% (8/15),46% (6/13),2/5,1/3,45% (5/11),0/1,0/0,- (0/0),- (0/0)
2019 Budapest SF,W vs Alexandrova,61% (11/18),50% (4/8),2/3,1/2,44% (4/9),6/7,5/5,50% (4/8),63% (5/8)
2019 Budapest QF,W vs Baindl,43% (9/21),43% (6/14),2/3,1/1,71% (10/14),0/1,0/0,- (0/0),- (0/0)
2019 Budapest R16,W vs Swiatek,67% (10/15),38% (3/8),2/2,1/1,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2019 Budapest R32,W vs Zvonareva,53% (9/17),56% (5/9),2/2,1/1,63% (5/8),2/2,0/0,- (0/0),- (0/0)
2019 Fed Cup RR,L vs Garcia,86% (12/14),100% (2/2),1/1,0/0,63% (5/8),2/4,2/3,50% (2/4),0% (0/5)
2019 (25 matches),,55.5%,43.1%,62.0%,73.7%,54.9%,44.0%,54.2%,67.5%,43.9%
2018 (47 matches),,62.1%,43.6%,61.3%,53.3%,58.4%,50.4%,54.0%,51.6%,37.9%
2017 (45 matches),,64.7%,45.6%,57.1%,51.9%,58.0%,40.0%,19.0%,56.3%,36.4%
2016 (40 matches),,64.7%,46.8%,64.0%,67.6%,60.1%,38.5%,37.0%,59.3%,47.5%
2015 (24 matches),,60.5%,44.9%,54.5%,63.6%,63.6%,53.8%,44.4%,66.7%,47.4%
Career (245 matches),,62.5%,44.7%,60.5%,62.6%,58.1%,44.2%,42.6%,56.9%,40.4%
