Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2019 Wimbledon R64,L vs Barty,10,17,0.6,11.4%,19.3%,9,15,0.6,10.8%,18.1%,8.4%,2.4%,2.0,15.9%,8.0%
2019 Wimbledon R128,W vs Kuznetsova,25,33,0.8,14.2%,18.8%,25,30,0.8,14.9%,17.9%,8.3%,6.0%,0.8,13.6%,17.0%
2018 Wimbledon R16,L vs Kasatkina,42,38,1.1,20.2%,18.3%,37,33,1.1,19.2%,17.1%,9.8%,8.3%,1.8,14.9%,8.2%
2018 Wimbledon R32,W vs Kontaveit,14,13,1.1,11.4%,10.6%,11,10,1.1,10.2%,9.3%,1.9%,7.4%,0.4,7.3%,17.9%
2018 Wimbledon R64,W vs Muguruza,29,22,1.3,17.5%,13.3%,25,20,1.3,16.2%,13.0%,12.3%,2.6%,0.8,10.8%,13.9%
2018 Wimbledon R128,W vs Hercog,12,13,0.9,11.2%,12.1%,10,12,0.8,10.1%,12.1%,7.1%,3.0%,0.6,11.2%,19.6%
2017 US Open R128,L vs Zheng,36,45,0.8,17.6%,22.1%,29,37,0.8,15.7%,20.0%,7.0%,7.6%,1.2,14.2%,12.3%
2017 Wimbledon R128,L vs Makarova,8,24,0.3,8.7%,26.1%,7,22,0.3,8.3%,26.2%,6.0%,2.4%,0.9,14.1%,15.2%
2017 Roland Garros R64,L vs Radwanska,46,45,1.0,24.3%,23.8%,42,43,1.0,23.2%,23.8%,13.3%,9.9%,1.1,9.5%,8.5%
2017 Roland Garros R128,W vs Osaka,15,23,0.7,11.5%,17.7%,11,22,0.5,9.1%,18.2%,5.0%,3.3%,0.5,11.5%,21.5%
2016 Wimbledon R128,L vs Moore,21,23,0.9,17.1%,18.7%,18,20,0.9,15.9%,17.7%,10.6%,5.3%,1.1,17.9%,16.3%
2016 Australian Open R128,L vs Azarenka,4,25,0.2,5.6%,34.7%,2,24,0.1,3.0%,35.8%,1.5%,1.5%,1.4,13.9%,9.7%
2015 Wimbledon R128,L vs Mattek Sands,13,16,0.8,12.5%,15.4%,9,16,0.6,9.4%,16.7%,9.4%,0.0%,1.4,22.1%,16.3%
2015 Roland Garros QF,L vs Bacsinszky,28,21,1.3,18.3%,13.7%,23,18,1.3,16.4%,12.9%,10.7%,4.3%,1.8,25.5%,14.4%
2015 Roland Garros R16,W vs Mitu,28,16,1.8,25.9%,14.8%,20,16,1.3,21.5%,17.2%,18.3%,3.2%,0.9,15.7%,18.5%
2015 Roland Garros R32,W vs Mladenovic,25,13,1.9,21.9%,11.4%,23,12,1.9,20.9%,10.9%,10.9%,9.1%,0.6,11.4%,19.3%
2015 Roland Garros R64,W vs Diyas,26,28,0.9,20.5%,22.0%,26,26,1.0,21.5%,21.5%,10.7%,10.7%,0.9,14.2%,16.5%
2015 Australian Open R128,L vs Williams,8,22,0.4,8.2%,22.7%,6,19,0.3,7.5%,23.8%,5.0%,0.0%,1.2,21.6%,17.5%
2014 Wimbledon R64,L vs Cibulkova,30,24,1.3,13.6%,10.9%,27,22,1.2,12.7%,10.3%,7.5%,3.3%,0.9,14.5%,16.3%
2014 Wimbledon R128,W vs Niculescu,23,27,0.9,18.3%,21.4%,18,25,0.7,15.4%,21.4%,11.1%,4.3%,0.4,6.3%,15.1%
Career (21 matches),,466,528,0.9,16.3%,18.5%,398,480,0.8,15.1%,18.2%,9.1%,5.3%,0.9,14.2%,15.1%
