Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 Andorra QF,L vs Bucsa,0.0%,-,11.8%,45.5%,23.1%,46.7%,0.0%,14.1%,16.7%,2.8%,0.0%,-29,-9
2022 US Open R128,W vs Williams,0.0%,-,11.3%,87.5%,21.0%,31.6%,0.0%,17.4%,33.3%,2.3%,60.0%,43,50
2022 Wimbledon R128,L vs Raducanu,3.0%,50.0%,14.5%,60.0%,16.5%,31.3%,0.0%,12.2%,36.4%,2.2%,0.0%,55,46
2022 s Hertogenbosch QF,L vs Sabalenka,0.0%,-,6.3%,75.0%,18.6%,42.9%,0.0%,14.3%,37.5%,5.0%,18.2%,40,54
2021 Nur Sultan F,W vs Putintseva,11.5%,33.3%,25.6%,51.1%,8.7%,21.4%,0.0%,7.8%,47.1%,1.8%,37.5%,-31,-40
2019 Linz R16,L vs Bertens,5.1%,100.0%,23.0%,52.6%,6.5%,14.3%,0.0%,2.9%,12.5%,5.7%,43.8%,-41,-35
2019 Tashkent F,W vs Cirstea,1.8%,50.0%,11.8%,68.0%,15.9%,26.9%,0.0%,12.5%,46.7%,3.2%,63.6%,56,39
2019 Wimbledon R64,L vs Barty,11.4%,60.0%,22.7%,50.0%,7.0%,10.5%,0.0%,0.0%,0.0%,1.4%,0.0%,-34,-34
2019 Budapest F,W vs Vondrousova,0.0%,-,19.2%,66.7%,10.1%,15.8%,7.1%,11.1%,41.7%,2.2%,37.5%,-19,-23
2019 Budapest SF,W vs Alexandrova,0.0%,-,4.9%,70.0%,9.2%,11.8%,0.0%,6.6%,18.2%,1.2%,50.0%,-60,-37
2019 Budapest R16,W vs Swiatek,0.0%,-,8.9%,69.2%,15.2%,19.0%,0.0%,7.9%,23.1%,1.9%,25.0%,-33,-13
2019 St Petersburg R16,L vs Sabalenka,0.0%,-,3.9%,75.0%,23.5%,33.3%,100.0%,10.0%,0.0%,0.0%,-,-60,-68
2019 Australian Open R128,L vs Wozniacki,0.0%,-,12.9%,64.7%,9.6%,20.6%,25.0%,8.8%,22.2%,2.8%,62.5%,-38,-34
2018 Mallorca R32,W vs Sabalenka,0.0%,-,6.5%,83.3%,25.9%,43.3%,0.0%,21.4%,33.3%,2.7%,0.0%,98,97
2018 Budapest F,W vs Cibulkova,6.3%,83.3%,9.5%,72.2%,16.5%,25.8%,100.0%,9.3%,30.8%,1.4%,50.0%,50,61
2016 Australian Open R128,L vs Azarenka,0.0%,-,4.2%,33.3%,4.5%,9.1%,0.0%,1.9%,10.0%,0.8%,0.0%,109,65
2016 Hobart R16,L vs Bouchard,0.0%,-,8.8%,35.7%,12.6%,0.0%,0.0%,10.5%,0.0%,1.3%,33.3%,-32,-10
2015 Luxembourg QF,W vs Strycova,0.0%,-,21.5%,80.8%,28.0%,40.9%,50.0%,18.5%,53.8%,3.3%,28.6%,83,60
2015 US Open R128,L vs Pegula,0.0%,-,9.4%,50.0%,13.6%,15.0%,0.0%,5.1%,14.3%,0.6%,0.0%,79,78
2015 Roland Garros QF,L vs Bacsinszky,0.0%,-,12.4%,68.4%,19.0%,54.5%,0.0%,10.9%,21.4%,2.9%,14.3%,13,21
Career (26 matches),,1.6%,60.7%,11.8%,62.3%,14.7%,26.0%,12.8%,9.9%,30.0%,2.4%,40.3%,17,18
