Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
03-Jun-2024,W100 Surbiton,Grass,F,397,65,(SR) Van Uytvanck d. (2) Tatjana Maria [GER],6-7(5) 6-1 6-2,,,,,,,,
12-Feb-2024,W75 Altenkirchen,Carpet,F,706,246,Julia Avdeeva [RUS] d. (WC) Van Uytvanck,6-4 6-4,,,,,,,,
02-Oct-2023,W25 Reims,Hard,F,368,353,Van Uytvanck d. (7) Julia Avdeeva [RUS],6-4 6-4,,,,,,,,
13-Jun-2022,Gaiba 125,Grass,F,47,213,(1) Van Uytvanck d. Sara Errani [ITA],6-4 6-3,1.42,5.3%,1.8%,50.9%,86.2%,46.4%,5/6,1:08
30-May-2022,W100 Surbiton,Grass,F,,,(2) Van Uytvanck d. Arina Rodionova [AUS],7-6(3) 6-2,,,,,,,,
13-Dec-2021,Limoges,Hard,F,68,119,(2) Van Uytvanck d. (8) Ana Bogdan [ROU],6-2 7-5,1.54,3.7%,1.9%,55.6%,73.3%,62.5%,1/3,1:25
27-Sep-2021,Nur-Sultan,Hard,F,89,47,(2) Van Uytvanck d. (1) Yulia Putintseva [KAZ],1-6 6-4 6-3,0.91,2.5%,1.3%,67.5%,50.0%,46.2%,5/11,2:20
14-Jun-2021,W100+H Nottingham,Grass,F,64,168,(1) Van Uytvanck d. (Q) Arina Rodionova [AUS],6-0 6-4,,,,,,,,
23-Sep-2019,Tashkent,Hard,F,61,96,(3) Van Uytvanck d. (8) Sorana Cirstea [ROU],6-2 4-6 6-4,1.14,3.5%,2.7%,60.2%,66.2%,57.8%,8/10,2:24
29-Jul-2019,Karlsruhe,Clay,F,65,223,Patricia Maria Tig [ROU] d. (2) Van Uytvanck,3-6 6-1 6-2,0.73,1.4%,7.1%,71.4%,48.0%,50.0%,2/8,1:38
