Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 New York R32,L vs Potapova,0.90,0.79,53.5,4.7,-,48.9%,-,56.8%,42.0%,40.0%
2019 Karlsruhe SF,W vs Badosa,1.09,1.18,50.3,2.9,-,62.5%,-,44.4%,46.3%,53.8%
2019 Karlsruhe R32,W vs Minnen,1.13,1.31,49.6,2.2,-,65.2%,-,56.1%,46.2%,44.4%
2019 W100 Surbiton QF,L vs Mcnally,0.92,0.72,56.4,3.2,-,55.0%,-,57.1%,33.3%,35.5%
2019 Madrid R64,L vs Bencic,0.98,0.71,46.1,2.3,0.0%,36.8%,2.9%,50.0%,29.6%,54.2%
2019 Rabat SF,L vs Sakkari,0.90,0.71,50.3,3.1,3.2%,58.1%,0.0%,34.6%,42.4%,40.0%
2019 Rabat QF,W vs Bonaventure,0.84,1.25,57.9,4.4,5.4%,64.9%,15.6%,59.4%,56.3%,55.3%
2019 Rabat R16,W vs Lepchenko,1.02,1.64,45.1,3.0,0.0%,65.4%,8.0%,68.0%,46.4%,61.5%
2019 Rabat R32,W vs Parmentier,1.03,1.34,60.0,2.9,2.9%,54.3%,3.1%,75.0%,40.5%,52.9%
2019 Fed Cup RR,L vs Suarez Navarro,0.86,0.60,44.9,2.4,0.0%,56.0%,4.2%,58.3%,34.5%,25.0%
2019 Lugano R16,L vs Ferro,0.91,0.80,61.4,2.6,18.9%,56.8%,2.9%,52.9%,34.1%,45.2%
2019 Lugano R32,W vs Smitkova,1.26,1.25,58.8,3.4,0.0%,45.5%,4.5%,65.9%,48.6%,38.7%
2019 Indian Wells R64,L vs Bencic,0.98,0.68,50.2,2.5,3.6%,46.4%,7.1%,42.9%,42.9%,33.3%
2019 Indian Wells R128,W vs Riske Amritraj,1.05,1.22,57.8,3.1,0.0%,60.0%,2.4%,57.1%,40.4%,56.3%
2019 Budapest F,W vs Vondrousova,1.20,1.24,50.8,6.2,2.3%,53.5%,0.0%,55.0%,47.8%,46.5%
2019 Budapest SF,W vs Alexandrova,1.30,1.11,100.2,20.3,1.8%,54.5%,2.0%,56.0%,40.4%,36.2%
2019 Budapest QF,W vs Baindl,1.11,1.21,70.1,4.7,7.3%,56.4%,3.8%,52.8%,50.0%,48.8%
2019 Budapest R16,W vs Swiatek,1.26,1.23,58.0,2.2,2.4%,70.7%,5.1%,51.3%,38.2%,37.5%
2019 Budapest R32,W vs Zvonareva,1.11,1.30,55.5,2.8,9.1%,68.2%,2.4%,53.7%,42.5%,48.6%
2019 Fed Cup RR,L vs Garcia,0.87,0.75,54.4,2.5,2.2%,60.9%,7.7%,71.8%,30.4%,28.2%
2019 (25 matches),,1.03,1.02,57.4,2.9,3.8%,57.2%,4.6%,56.3%,41.8%,43.8%
2018 (47 matches),,1.00,1.03,59.6,3.0,4.7%,57.3%,6.1%,60.6%,41.4%,43.4%
2017 (45 matches),,1.02,1.11,55.6,2.5,5.9%,61.0%,5.4%,59.6%,44.7%,41.4%
2016 (40 matches),,1.01,1.10,57.5,2.9,5.5%,61.4%,5.5%,61.5%,41.7%,42.8%
2015 (24 matches),,1.04,1.05,58.8,2.6,9.3%,58.3%,9.2%,61.6%,39.7%,41.6%
Career (245 matches),,1.01,1.07,57.1,2.7,5.3%,59.4%,5.7%,60.3%,42.8%,42.3%
