Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,11,2,9,18.2%,5,0,5,0.0%,2014,2023,R64,11,0.85,4.0%,3.5%,60.7%,64.2%,46.0%,57.0%,36.6%,52.9%,37.9%
Roland Garros,9,Clay,20,11,9,55.0%,7,4,3,57.1%,2014,2024,QF,16,0.97,3.9%,2.4%,60.7%,63.0%,46.7%,56.6%,42.3%,53.1%,44.4%
Wimbledon,10,Grass,19,9,10,47.4%,1,1,0,100.0%,2013,2024,R16,14,0.92,4.0%,3.4%,61.3%,62.9%,45.4%,56.2%,40.3%,58.5%,41.8%
US Open,10,Hard,17,6,11,35.3%,3,2,1,66.7%,2013,2022,R64,13,0.89,4.3%,5.4%,58.2%,64.7%,46.0%,56.9%,38.6%,61.5%,36.7%
Olympics,1,,3,2,1,66.7%,0,0,0,-,2021,2021,R16,0,,,,,,,,,,
Fed Cup,8,,17,9,8,52.9%,5,1,4,20.0%,2015,2019,,5,1.02,4.6%,4.0%,61.4%,65.3%,52.8%,60.5%,40.2%,48.5%,45.9%
Prague,2,Clay,4,1,3,25.0%,0,0,0,-,2022,2024,R32,4,0.89,2.1%,6.3%,50.5%,60.8%,36.8%,49.0%,45.5%,51.5%,37.9%
Gaiba 125,2,Grass,7,6,1,85.7%,2,1,1,50.0%,2022,2024,W,7,1.31,4.5%,4.0%,53.0%,77.0%,45.0%,61.9%,50.0%,62.9%,50.8%
s Hertogenbosch,3,Grass,6,3,3,50.0%,1,0,1,0.0%,2014,2024,QF,6,1.03,3.1%,1.9%,65.7%,66.9%,45.8%,59.7%,41.6%,57.9%,40.4%
Linz,6,Hard,14,8,6,57.1%,6,4,2,66.7%,2015,2023,SF,12,1.06,4.0%,3.5%,61.5%,67.5%,46.8%,59.5%,42.9%,62.2%,40.4%
Lyon,3,Hard,9,6,3,66.7%,4,2,2,50.0%,2020,2023,SF,9,1.13,8.5%,4.5%,59.2%,69.8%,44.2%,59.4%,45.9%,65.1%,46.7%
Hobart,7,Hard,14,7,7,50.0%,3,2,1,66.7%,2014,2023,R16,13,1.01,4.7%,3.3%,61.7%,65.9%,45.2%,58.0%,42.3%,60.3%,41.5%
