Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Beijing R64,W vs Samsonova,0.0%,-,0.9%,0.0%,10.3%,18.8%,0.0%,4.8%,11.1%,0.0%,-,-55,3
2025 Seoul R16,L vs Alexandrova,0.0%,-,5.5%,33.3%,9.1%,18.0%,28.6%,3.2%,8.3%,1.1%,33.3%,-18,-10
2025 Seoul R32,W vs Ku,0.0%,-,9.5%,80.0%,14.2%,18.5%,20.0%,9.1%,50.0%,2.1%,20.0%,-70,-45
2025 Hamburg F,W vs Bondar,0.0%,-,6.5%,77.8%,13.4%,19.4%,14.3%,12.5%,20.0%,3.6%,55.6%,-15,17
2025 Hamburg SF,W vs Yastremska,0.0%,-,4.6%,50.0%,4.2%,0.0%,0.0%,0.0%,0.0%,2.8%,20.0%,-111,-23
2025 Hamburg QF,W vs Tomova,0.0%,-,11.3%,63.6%,10.8%,25.0%,0.0%,0.0%,0.0%,4.4%,70.0%,16,37
2025 Roland Garros SF,L vs Gauff,0.0%,-,5.6%,60.0%,5.1%,15.4%,0.0%,3.8%,12.5%,2.2%,60.0%,-72,-74
2025 Roland Garros QF,W vs Andreeva,0.0%,-,11.7%,57.1%,11.3%,23.3%,5.9%,6.6%,14.3%,1.7%,33.3%,-45,-28
2025 Roland Garros R16,W vs Pegula,0.0%,-,13.3%,64.3%,9.5%,23.5%,15.0%,6.0%,5.9%,3.5%,29.4%,-87,-76
2025 Roland Garros R32,W vs Jacquemot,0.0%,-,13.8%,70.8%,13.2%,14.0%,20.8%,18.2%,38.9%,1.9%,42.9%,18,1
2025 Rouen R32,W vs Dart,0.0%,-,17.2%,64.7%,17.1%,21.7%,50.0%,0.0%,0.0%,6.3%,58.3%,-46,-36
Last 52 Weeks (11 matches),,0.0%,-,9.4%,63.1%,10.9%,18.8%,13.6%,6.9%,16.5%,2.7%,44.3%,-44,-25
Career (11 matches),,0.0%,-,9.4%,63.1%,10.9%,18.8%,13.6%,6.9%,16.5%,2.7%,44.3%,-44,-25
