Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,11,8,3,72.7%,16-7,69.6%,131-95,58.0%,3-2,60.0%,0,,,,,,,,,,,,W (Croissy Beaubourg 50K)
2012,13,7,6,53.8%,15-14,51.7%,138-138,50.0%,0-3,0.0%,0,,,,,,,,,,,,SF (2x)
2011,33,22,11,66.7%,48-25,65.8%,368-295,55.5%,7-1,87.5%,0,,,,,,,,,,,,W (2x)
2010,24,15,9,62.5%,32-18,64.0%,267-203,56.8%,2-2,50.0%,0,,,,,,,,,,,,F (Tallinn 25K)
2009,1,0,1,0.0%,0-1,0.0%,2-6,25.0%,0-0,-,0,,,,,,,,,,,,R32 (Torhout 100K)
2008,45,35,10,77.8%,72-28,72.0%,535-380,58.5%,6-4,60.0%,0,,,,,,,,,,,,W (4x)
2007,41,27,14,65.9%,57-31,64.8%,455-345,56.9%,5-3,62.5%,0,,,,,,,,,,,,W (Vancouver 50K)
2006,56,39,17,69.6%,81-40,66.9%,624-470,57.0%,6-5,54.5%,0,,,,,,,,,,,,W (2x)
2005,55,37,18,67.3%,81-48,62.8%,650-523,55.4%,7-3,70.0%,0,,,,,,,,,,,,W (4x)
2004,26,15,11,57.7%,35-27,56.5%,305-283,51.9%,4-3,57.1%,0,,,,,,,,,,,,W (Redding CA 25K)
2003,36,19,17,52.8%,45-36,55.6%,387-352,52.4%,2-3,40.0%,0,,,,,,,,,,,,W (Belfort 25K)
2002,49,32,17,65.3%,68-43,61.3%,545-461,54.2%,6-3,66.7%,0,,,,,,,,,,,,W (3x)
2001,29,19,10,65.5%,43-21,67.2%,327-273,54.5%,8-3,72.7%,0,,,,,,,,,,,,W (Jersey 10K)
2000,14,6,8,42.9%,12-14,46.2%,116-129,47.3%,1-0,100.0%,0,,,,,,,,,,,,QF (Cardiff 50K)
1999,4,1,3,25.0%,4-6,40.0%,39-49,44.3%,0-0,-,0,,,,,,,,,,,,R16 (Sunderland 10K)
Career,437,282,155,64.5%,609-359,62.9%,4889-4002,55.0%,57-35,62.0%,0,,,,,,,,,,,,
