Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,5,1,4,20.0%,2-8,20.0%,34-55,38.2%,0-0,-,4,-,-,3.6%,6.7%,57.0%,47.2%,45.8%,46.6%,37.6%,42.0%,0.70,
2012,30,9,21,30.0%,27-42,39.1%,295-349,45.8%,4-3,57.1%,22,-,-,4.0%,6.5%,54.9%,59.4%,44.1%,52.5%,40.7%,46.7%,0.86,R16 (3x)
2011,19,8,11,42.1%,21-24,46.7%,196-209,48.4%,0-2,0.0%,15,-,-,1.9%,5.1%,59.7%,61.1%,47.5%,55.6%,45.0%,50.4%,1.01,SF (Luxembourg)
2010,27,13,14,48.1%,29-33,46.8%,265-295,47.3%,3-1,75.0%,21,-,-,2.6%,4.8%,57.2%,57.7%,43.8%,51.7%,44.8%,48.2%,0.93,SF (2x)
2009,32,16,16,50.0%,36-35,50.7%,324-331,49.5%,6-4,60.0%,24,-,-,3.9%,4.5%,58.6%,61.8%,44.7%,54.7%,44.5%,49.6%,0.98,SF (3x)
2008,16,8,8,50.0%,18-19,48.6%,179-175,50.6%,3-2,60.0%,12,-,-,3.3%,4.8%,57.4%,61.3%,41.4%,52.8%,45.1%,48.8%,0.96,R16 (Stanford)
2007,11,4,7,36.4%,10-15,40.0%,106-122,46.5%,0-2,0.0%,8,-,-,3.1%,6.5%,53.0%,61.5%,40.7%,51.7%,46.6%,49.1%,0.97,SF (Kolkata)
2006,11,1,10,9.1%,4-20,16.7%,65-129,33.5%,1-1,50.0%,3,-,-,2.6%,4.0%,57.0%,47.7%,38.5%,43.7%,32.4%,38.2%,0.58,
2005,7,2,5,28.6%,5-11,31.3%,61-77,44.2%,0-0,-,1,-,-,0.0%,4.5%,59.1%,46.2%,22.2%,36.4%,31.6%,34.1%,0.50,R16 (Quebec City)
2004,9,5,4,55.6%,12-11,52.2%,104-99,51.2%,2-0,100.0%,1,-,-,2.0%,6.1%,57.1%,50.0%,38.1%,44.9%,34.0%,39.6%,0.62,
2003,6,2,4,33.3%,5-7,41.7%,48-59,44.9%,0-2,0.0%,1,-,-,2.5%,12.5%,55.0%,54.5%,27.8%,42.5%,32.6%,37.2%,0.57,
2002,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,0,,,,,,,,,,,,R128 (Wimbledon)
2001,4,0,4,0.0%,1-8,11.1%,24-50,32.4%,0-0,-,0,,,,,,,,,,,,
Career,178,69,109,38.8%,170-235,42.0%,1710-1963,46.6%,19-18,51.4%,112,-,-,3.2%,5.3%,57.2%,59.5%,43.8%,52.7%,43.5%,48.1%,0.92,
