Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,99,45,54,45.5%,110-118,48.2%,1014-1060,48.9%,13-8,61.9%,69,-,-,3.5%,5.4%,56.7%,60.2%,44.0%,53.2%,45.1%,49.1%,0.96
Clay,36,12,24,33.3%,29-52,35.8%,326-405,44.6%,3-6,33.3%,14,-,-,2.4%,4.5%,59.3%,58.8%,45.2%,53.3%,43.7%,48.4%,0.94
Grass,39,8,31,20.5%,23-64,26.4%,315-463,40.5%,1-4,20.0%,29,-,-,2.6%,5.6%,57.3%,57.9%,42.5%,51.3%,39.3%,45.2%,0.81
Carpet,4,4,0,100.0%,8-1,88.9%,55-35,61.1%,2-0,100.0%,0,,,,,,,,,,,
Grand Slams,31,7,24,22.6%,20-48,29.4%,234-352,39.9%,1-2,33.3%,24,-,-,2.3%,5.5%,59.2%,55.8%,41.5%,50.0%,39.4%,44.7%,0.79
Premiers,21,5,16,23.8%,14-33,29.8%,183-246,42.7%,4-2,66.7%,19,-,-,2.3%,5.0%,57.1%,58.9%,42.2%,51.8%,44.0%,47.9%,0.91
Internationals,77,35,42,45.5%,83-95,46.6%,796-843,48.6%,6-8,42.9%,61,-,-,3.7%,5.6%,56.1%,61.0%,44.1%,53.6%,45.4%,49.5%,0.98
Semi-finals,7,0,7,0.0%,3-14,17.6%,64-102,38.6%,1-1,50.0%,6,-,-,2.0%,3.8%,58.8%,55.6%,33.9%,46.7%,43.4%,45.1%,0.81
Quarter-finals,8,7,1,87.5%,13-4,76.5%,92-53,63.4%,0-1,0.0%,6,-,-,2.4%,4.2%,55.8%,64.9%,51.7%,59.1%,51.9%,55.5%,1.27
vs Righties,159,61,98,38.4%,151-211,41.7%,1522-1756,46.4%,18-15,54.5%,101,-,-,3.0%,5.3%,57.2%,59.1%,43.8%,52.6%,43.8%,48.2%,0.92
vs Lefties,15,5,10,33.3%,12-22,35.3%,137-173,44.2%,0-3,0.0%,10,-,-,5.2%,5.8%,57.4%,63.0%,43.3%,54.6%,38.9%,46.8%,0.86
vs Top 10,13,0,13,0.0%,1-26,3.7%,60-163,26.9%,0-2,0.0%,11,-,-,2.1%,6.2%,58.4%,52.6%,38.1%,46.6%,32.9%,39.9%,0.62
