Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,9,6,3,66.7%,3,3,0,100.0%,2023,2026,R64,9,1.09,9.3%,0.7%,70.3%,69.7%,51.0%,64.1%,39.2%,67.1%,37.3%
Roland Garros,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2023,2025,Q1,2,0.70,2.3%,0.0%,81.7%,57.0%,50.0%,55.7%,30.8%,62.5%,20.0%
Wimbledon,2,Grass,2,0,2,0.0%,0,0,0,-,2023,2025,R128,2,0.54,5.9%,3.0%,65.2%,69.3%,31.9%,56.3%,23.6%,46.7%,33.3%
US Open,4,Hard,9,5,4,55.6%,6,2,4,33.3%,2022,2025,R64,9,1.01,7.3%,1.3%,61.5%,70.3%,47.4%,61.5%,38.8%,62.0%,41.3%
Cincinnati Masters,3,Hard,5,2,3,40.0%,1,0,1,0.0%,2023,2025,R64,5,0.80,4.6%,2.7%,59.6%,63.3%,42.0%,54.7%,36.3%,60.0%,54.5%
Houston,3,Clay,5,2,3,40.0%,3,0,3,0.0%,2023,2025,R32,5,0.98,7.3%,0.0%,68.0%,67.9%,52.7%,63.1%,36.1%,65.6%,37.9%
Miami Masters,2,Hard,4,2,2,50.0%,4,1,3,25.0%,2023,2025,R128,4,1.08,6.0%,1.5%,68.8%,67.8%,61.3%,65.7%,36.9%,60.0%,37.8%
Indian Wells Masters,3,Hard,3,0,3,0.0%,0,0,0,-,2022,2025,R128,3,0.50,3.3%,1.1%,64.3%,51.3%,43.1%,48.4%,26.0%,41.7%,50.0%
Dallas,3,Hard,7,4,3,57.1%,6,4,2,66.7%,2023,2025,R32,7,0.94,5.9%,1.3%,73.1%,65.0%,46.6%,60.0%,37.6%,57.4%,45.0%
Acapulco,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2023,2024,Q2,3,1.02,5.8%,1.7%,64.7%,69.2%,58.8%,65.6%,35.1%,41.7%,33.3%
