Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,334,179,155,53.6%,440-384,53.4%,3988-3776,51.4%,46-62,42.6%,234,76.4%,25.3%,6.0%,4.4%,57.5%,70.8%,49.4%,61.7%,39.2%,50.3%,1.02
Clay,111,43,68,38.7%,127-172,42.5%,1363-1518,47.3%,19-21,47.5%,67,73.9%,26.3%,4.8%,3.3%,57.8%,67.9%,49.7%,60.2%,39.6%,49.9%,0.99
Grass,95,51,44,53.7%,142-125,53.2%,1335-1280,51.1%,27-19,58.7%,54,81.0%,20.9%,5.7%,5.3%,58.0%,74.6%,49.2%,63.9%,36.5%,49.9%,1.01
Carpet,91,46,45,50.5%,101-102,49.8%,971-983,49.7%,24-20,54.5%,72,77.0%,23.7%,6.1%,4.7%,56.6%,72.3%,48.9%,62.1%,38.6%,50.3%,1.02
Grand Slams,124,69,55,55.6%,231-194,54.4%,2062-2001,50.8%,37-29,56.1%,74,76.7%,23.8%,5.1%,4.2%,58.5%,72.4%,46.9%,61.8%,38.2%,49.8%,1.00
Masters,105,47,58,44.8%,117-132,47.0%,1160-1206,49.0%,20-24,45.5%,80,73.2%,25.7%,5.7%,4.6%,57.0%,68.6%,48.7%,60.0%,39.4%,49.7%,0.98
Other Tours,388,199,189,51.3%,444-427,51.0%,4211-4092,50.7%,55-68,44.7%,273,77.9%,24.5%,6.1%,4.5%,57.2%,71.3%,50.6%,62.4%,38.8%,50.5%,1.03
Best of 5,141,76,65,53.9%,259-227,53.3%,2348-2309,50.4%,43-31,58.1%,74,76.7%,23.8%,5.1%,4.2%,58.5%,72.4%,46.9%,61.8%,38.2%,49.8%,1.00
Best of 3,490,243,247,49.6%,551-556,49.8%,5309-5248,50.3%,73-91,44.5%,353,76.8%,24.8%,6.0%,4.5%,57.1%,70.7%,50.1%,61.9%,38.9%,50.3%,1.02
Finals,10,4,6,40.0%,9-14,39.1%,95-118,44.6%,0-0,-,6,55.6%,18.5%,3.7%,5.4%,57.1%,64.7%,38.4%,53.4%,36.1%,44.9%,0.77
Semi-finals,27,9,18,33.3%,20-40,33.3%,247-304,44.8%,1-4,20.0%,19,70.4%,15.1%,5.2%,4.3%,56.6%,66.6%,47.6%,58.4%,35.2%,47.0%,0.85
Quarter-finals,53,27,26,50.9%,65-65,50.0%,628-633,49.8%,10-11,47.6%,41,77.1%,19.0%,7.0%,4.1%,56.1%,71.6%,50.0%,62.1%,36.1%,49.2%,0.95
vs Righties,537,265,272,49.3%,671-666,50.2%,6384-6359,50.1%,94-108,46.5%,361,76.4%,24.4%,5.8%,4.5%,57.2%,71.0%,49.1%,61.6%,38.6%,50.0%,1.01
vs Lefties,93,53,40,57.0%,138-117,54.1%,1267-1195,51.5%,21-14,60.0%,66,78.9%,25.4%,5.7%,4.1%,59.0%,72.1%,50.4%,63.2%,39.3%,51.0%,1.07
vs Top 10,74,18,56,24.3%,54-128,29.7%,730-990,42.4%,11-13,45.8%,58,71.3%,17.1%,6.2%,4.1%,56.0%,69.9%,45.2%,59.1%,35.0%,47.4%,0.86
