Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2000,10,3,7,30.0%,11-15,42.3%,117-130,47.4%,1-1,50.0%,10,69.9%,24.2%,3.5%,4.0%,58.7%,66.9%,48.8%,59.4%,38.6%,48.9%,0.95,R16 (San Jose)
1999,29,10,19,34.5%,32-49,39.5%,391-417,48.4%,4-11,26.7%,29,75.1%,22.2%,6.1%,3.3%,62.9%,68.0%,50.1%,61.4%,36.7%,48.9%,0.95,SF (Scottsdale)
1998,51,25,26,49.0%,65-66,49.6%,632-629,50.1%,8-11,42.1%,50,77.2%,23.5%,6.7%,4.8%,54.5%,72.5%,48.4%,61.5%,37.8%,49.7%,0.98,F (Singapore)
1997,52,25,27,48.1%,72-68,51.4%,684-676,50.3%,11-9,55.0%,49,76.5%,25.6%,6.7%,4.9%,57.9%,71.9%,47.5%,61.6%,39.9%,50.6%,1.04,F (Dusseldorf)
1996,59,33,26,55.9%,78-69,53.1%,757-694,52.2%,11-14,44.0%,56,80.9%,23.9%,6.1%,4.5%,59.1%,72.6%,49.9%,63.3%,37.3%,50.5%,1.01,SF (4x)
1995,58,31,27,53.4%,79-65,54.9%,716-687,51.0%,12-11,52.2%,56,76.8%,26.0%,5.4%,5.1%,57.2%,71.8%,50.2%,62.6%,40.3%,51.0%,1.08,SF (3x)
1994,57,30,27,52.6%,72-68,51.4%,691-669,50.8%,10-10,50.0%,48,78.5%,24.0%,6.1%,4.8%,53.8%,72.6%,52.7%,63.4%,38.9%,50.9%,1.06,F (Los Angeles)
1993,52,30,22,57.7%,76-62,55.1%,688-633,52.1%,9-9,50.0%,48,78.3%,25.9%,5.7%,4.0%,57.4%,71.4%,49.5%,62.1%,39.1%,50.5%,1.03,W (Philadelphia)
1992,48,26,22,54.2%,66-56,54.1%,607-585,50.9%,13-9,59.1%,48,75.4%,26.1%,5.3%,3.7%,58.3%,71.0%,47.1%,61.1%,39.7%,50.4%,1.02,F (2x)
1991,33,12,21,36.4%,30-53,36.1%,350-432,44.8%,6-5,54.5%,31,70.3%,21.3%,3.4%,4.2%,56.7%,66.6%,48.7%,58.9%,37.5%,48.2%,0.91,QF (Copenhagen)
1990,26,13,13,50.0%,31-27,53.4%,268-268,50.0%,3-6,33.3%,2,75.0%,28.0%,4.9%,3.5%,55.9%,67.5%,57.1%,62.9%,43.4%,52.4%,1.17,SF (New Haven)
1989,40,21,19,52.5%,51-47,52.0%,434-437,49.8%,8-8,50.0%,0,,,,,,,,,,,,W (Adelaide)
1988,51,26,25,51.0%,70-64,52.2%,630-610,50.8%,8-7,53.3%,0,,,,,,,,,,,,SF (2x)
1987,28,16,12,57.1%,39-32,54.9%,339-308,52.4%,4-3,57.1%,0,,,,,,,,,,,,W (Adelaide)
1986,27,12,15,44.4%,24-32,42.9%,233-273,46.0%,5-6,45.5%,0,,,,,,,,,,,,W (Auckland)
1985,10,6,4,60.0%,14-10,58.3%,120-109,52.4%,3-2,60.0%,0,,,,,,,,,,,,QF (Melbourne Indoor)
Career,631,319,312,50.6%,810-783,50.8%,7657-7557,50.3%,116-122,48.7%,427,76.8%,24.6%,5.8%,4.4%,57.5%,71.1%,49.3%,61.9%,38.7%,50.2%,1.02,
