Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,11,6,5,54.5%,2,1,1,50.0%,2010,2017,R32,10,1.02,5.8%,6.0%,61.2%,66.2%,43.8%,57.5%,43.2%,54.4%,41.3%
Roland Garros,3,Clay,6,2,4,33.3%,2,2,0,100.0%,2012,2016,R128,6,0.93,4.6%,7.5%,52.3%,67.0%,43.2%,55.7%,41.2%,47.7%,35.9%
Wimbledon,8,Grass,12,4,8,33.3%,4,1,3,25.0%,2009,2017,R16,12,0.93,7.5%,7.2%,60.3%,69.8%,43.1%,59.2%,38.0%,60.2%,43.1%
US Open,8,Hard,24,16,8,66.7%,11,8,3,72.7%,2009,2017,R16,15,1.02,6.4%,6.9%,52.8%,70.9%,50.1%,61.1%,39.6%,58.0%,37.8%
Olympics,1,,2,1,1,50.0%,2,1,1,50.0%,2012,2012,R32,2,0.98,8.7%,10.9%,58.0%,80.0%,55.2%,69.6%,29.9%,72.2%,55.6%
Fed Cup,2,,6,4,2,66.7%,0,0,0,-,2012,2013,,0,,,,,,,,,,
Osaka,4,Hard,9,5,4,55.6%,3,1,2,33.3%,2010,2013,QF,9,1.04,5.2%,5.7%,60.6%,68.5%,45.2%,59.3%,42.4%,59.4%,37.9%
Eastbourne,4,Grass,9,5,4,55.6%,1,1,0,100.0%,2012,2016,R16,8,1.13,9.1%,7.1%,62.9%,76.9%,44.1%,64.7%,39.7%,57.6%,48.9%
Birmingham,4,Grass,9,5,4,55.6%,0,0,0,-,2010,2016,R32,9,1.02,9.2%,6.9%,64.5%,74.4%,40.5%,62.3%,38.5%,60.4%,45.7%
Beijing,3,Hard,9,6,3,66.7%,2,2,0,100.0%,2011,2013,R32,6,0.98,5.3%,6.5%,56.3%,64.0%,45.4%,55.9%,43.0%,53.1%,57.5%
Tokyo,3,Hard,6,3,3,50.0%,1,0,1,0.0%,2010,2013,R32,6,1.03,6.1%,7.7%,58.1%,68.3%,46.2%,59.1%,42.0%,52.5%,46.7%
Miami,3,Hard,5,2,3,40.0%,3,1,2,33.3%,2012,2016,R64,5,0.97,4.3%,8.6%,52.3%,66.2%,43.1%,55.2%,43.5%,62.1%,42.9%
