Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,59,25,34,42.4%,59-71,45.4%,617-635,49.3%,8-10,44.4%,51,66.0%,17.6%,5.3%,7.7%,56.0%,66.0%,43.5%,56.1%,42.1%,49.2%,0.96
Clay,22,9,13,40.9%,23-28,45.1%,224-230,49.3%,0-4,0.0%,19,48.4%,31.3%,4.2%,10.7%,54.7%,64.8%,40.2%,53.6%,45.3%,49.5%,0.98
Grass,27,9,18,33.3%,20-39,33.9%,272-308,46.9%,2-4,33.3%,27,50.0%,17.9%,8.2%,7.5%,59.9%,72.6%,42.8%,60.7%,36.7%,48.9%,0.93
Grand Slams,31,12,19,38.7%,27-42,39.1%,310-368,45.7%,7-4,63.6%,30,60.9%,12.8%,6.3%,7.4%,57.4%,67.5%,43.1%,57.1%,38.5%,47.9%,0.90
Premiers,20,6,14,30.0%,14-30,31.8%,189-220,46.2%,0-4,0.0%,20,55.2%,20.7%,5.8%,8.1%,55.9%,67.3%,43.8%,56.9%,41.5%,49.1%,0.96
Internationals,38,15,23,39.5%,36-44,45.0%,385-380,50.3%,1-6,14.3%,36,52.9%,34.3%,5.6%,8.4%,57.4%,68.9%,41.5%,57.2%,42.6%,50.0%,0.99
Finals,1,0,1,0.0%,1-2,33.3%,14-17,45.2%,0-0,-,1,-,-,7.0%,8.5%,50.4%,64.6%,37.5%,51.2%,41.2%,46.9%,0.84
Semi-finals,2,1,1,50.0%,3-2,60.0%,25-21,54.3%,0-0,-,2,-,-,2.8%,13.3%,53.9%,68.0%,37.3%,53.9%,47.5%,50.9%,1.03
Quarter-finals,4,2,2,50.0%,6-6,50.0%,62-57,52.1%,0-2,0.0%,4,-,-,3.9%,5.4%,60.6%,68.8%,46.1%,59.8%,41.7%,50.6%,1.04
vs Righties,97,38,59,39.2%,91-123,42.5%,1001-1044,48.9%,8-18,30.8%,87,55.3%,18.8%,5.8%,8.3%,56.5%,67.7%,42.4%,56.7%,41.6%,49.2%,0.96
vs Lefties,10,4,6,40.0%,9-15,37.5%,100-127,44.1%,2-0,100.0%,9,50.0%,0.0%,5.9%,7.1%,59.5%,67.9%,43.7%,58.1%,36.6%,47.6%,0.87
vs Top 10,16,4,12,25.0%,8-26,23.5%,136-190,41.7%,0-4,0.0%,16,52.9%,5.9%,6.1%,8.1%,56.8%,66.6%,37.9%,54.2%,38.5%,46.6%,0.84
