Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2013 Wimbledon R16,L vs Kanepi,37.8%,41.9%,47.6%,44.2%,51.2%,58.3%,25.0%,51.9%,75.0%,33.3%,33.3%,33.3%,0.0%,12.5%,-,52
2013 Rome R64,W vs Williams,35.4%,46.2%,44.1%,47.4%,63.2%,50.0%,22.2%,40.0%,57.1%,26.3%,31.6%,35.7%,50.0%,0.0%,0.0%,94
2013 Australian Open R64,W vs Kvitova,31.6%,36.8%,38.2%,46.8%,51.6%,45.5%,14.3%,41.2%,66.7%,18.6%,25.6%,31.4%,0.0%,9.1%,0.0%,49
2012 Olympics R32,L vs Sharapova,29.9%,43.3%,53.8%,50.0%,67.6%,58.8%,33.3%,31.8%,50.0%,12.0%,24.0%,50.0%,0.0%,0.0%,0.0%,-14
Career (4 matches),,33.4%,41.2%,44.8%,46.9%,57.1%,52.1%,21.6%,41.7%,61.1%,21.9%,28.1%,37.1%,7.7%,6.5%,0.0%,78
