Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2018,493,49,,,,,,,,,256,276,,
2017,229,245,,,,,,,,,114,597,,
2016,222,237,146,1598,144,1565,135,1534,128,1511,491,89,,
2015,557,45,,,,,,,,,298,191,,
2014,916,11,,,,,,,,,,,,
2013,44,1212,52,1799,55,1734,63,1688,50,1660,90,999,,
2012,53,1131,50,1827,46,1776,85,1653,53,1641,279,215,,
2011,133,501,112,1690,102,1655,137,1544,140,1486,813,27,,
2010,217,267,95,1722,89,1675,136,1546,127,1503,128,579,,
2009,403,87,186,1519,183,1485,,,179,1422,,,,
2008,517,34,,,,,,,,,,,,
