Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,21,7,14,33.3%,20-25,44.4%,199-225,46.9%,4-1,80.0%,0,,,,,,,,,,,,QF (2x)
2017,35,18,17,51.4%,44-37,54.3%,396-370,51.7%,9-5,64.3%,0,,,,,,,,,,,,SF (2x)
2016,18,10,8,55.6%,23-20,53.5%,213-218,49.4%,5-4,55.6%,1,25.0%,14.3%,1.8%,10.5%,43.9%,64.0%,28.1%,43.9%,26.3%,36.8%,0.47,F (Kreuzlingen $50K)
2015,34,23,11,67.6%,51-27,65.4%,395-334,54.2%,9-2,81.8%,0,,,,,,,,,,,,F (Saguenay $50K)
2014,10,5,5,50.0%,9-9,50.0%,90-88,50.6%,0-2,0.0%,0,,,,,,,,,,,,SF (Chiasso 25K)
2013,27,12,15,44.4%,26-32,44.8%,277-292,48.7%,4-10,28.6%,0,,,,,,,,,,,,SF (2x)
2012,38,24,14,63.2%,52-36,59.1%,440-404,52.1%,7-4,63.6%,0,,,,,,,,,,,,W (3x)
2011,53,37,16,69.8%,80-38,67.8%,644-480,57.3%,7-7,50.0%,0,,,,,,,,,,,,W (2x)
2010,19,12,7,63.2%,26-15,63.4%,200-175,53.3%,2-0,100.0%,0,,,,,,,,,,,,W (2x)
2009,27,12,15,44.4%,27-31,46.6%,264-259,50.5%,2-4,33.3%,0,,,,,,,,,,,,F (Lenzerheide 10K)
2008,36,21,15,58.3%,49-36,57.6%,421-380,52.6%,4-6,40.0%,0,,,,,,,,,,,,W (Davos 10K)
2007,24,14,10,58.3%,31-22,58.5%,250-241,50.9%,7-0,100.0%,0,,,,,,,,,,,,SF (2x)
2006,6,1,5,16.7%,3-9,25.0%,41-61,40.2%,0-0,-,0,,,,,,,,,,,,R16 (Thessaloniki 10K)
2005,3,1,2,33.3%,3-4,42.9%,24-34,41.4%,0-0,-,0,,,,,,,,,,,,R16 (Vessy 10K)
Career,351,197,154,56.1%,444-341,56.6%,3854-3561,52.0%,60-45,57.1%,1,25.0%,14.3%,1.8%,10.5%,43.9%,64.0%,28.1%,43.9%,26.3%,36.8%,0.47,
