Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,3,1,2,33.3%,3-3,50.0%,27-26,50.9%,1-1,50.0%,3,50.0%,21.4%,1.9%,6.6%,54.7%,53.4%,37.5%,46.2%,40.2%,43.3%,0.75,R16 (W15 Huntsville AL)
2024,6,1,5,16.7%,4-11,26.7%,58-82,41.4%,1-0,100.0%,0,,,,,,,,,,,,R16 (W35 Norman OK)
2023,27,12,15,44.4%,28-35,44.4%,255-301,45.9%,3-0,100.0%,0,,,,,,,,,,,,SF (W15 Huntsville AL)
2022,27,6,21,22.2%,14-42,25.0%,214-294,42.1%,0-5,0.0%,0,,,,,,,,,,,,QF (W15 Colorado Springs CO)
2021,16,7,9,43.8%,17-19,47.2%,154-160,49.0%,1-0,100.0%,0,,,,,,,,,,,,QF (3x)
2019,37,20,17,54.1%,49-38,56.3%,423-377,52.9%,4-2,66.7%,0,,,,,,,,,,,,W (W15 Shreveport LA)
2018,45,20,25,44.4%,41-51,44.6%,407-432,48.5%,5-5,50.0%,0,,,,,,,,,,,,SF (3x)
2017,65,35,30,53.8%,79-69,53.4%,704-647,52.1%,7-5,58.3%,0,,,,,,,,,,,,W (Hammamet $15K)
2016,54,21,33,38.9%,52-68,43.3%,529-577,47.8%,3-6,33.3%,1,60.0%,10.0%,2.9%,4.4%,55.9%,65.8%,33.3%,51.5%,31.3%,41.7%,0.64,F (Hua Hin $10K)
2015,45,21,24,46.7%,44-54,44.9%,429-459,48.3%,3-6,33.3%,0,,,,,,,,,,,,SF (2x)
2014,48,22,26,45.8%,50-59,45.9%,473-491,49.1%,1-4,20.0%,0,,,,,,,,,,,,SF (3x)
2013,53,26,27,49.1%,60-61,49.6%,540-538,50.1%,1-3,25.0%,0,,,,,,,,,,,,SF (5x)
2012,39,17,22,43.6%,43-50,46.2%,405-429,48.6%,3-3,50.0%,0,,,,,,,,,,,,SF (2x)
2011,37,25,12,67.6%,51-26,66.2%,385-272,58.6%,1-4,20.0%,0,,,,,,,,,,,,W (3x)
2010,13,3,10,23.1%,6-21,22.2%,100-144,41.0%,1-2,33.3%,0,,,,,,,,,,,,R16 (3x)
2009,24,16,8,66.7%,33-18,64.7%,252-206,55.0%,1-2,33.3%,0,,,,,,,,,,,,W (Veracruz 10K)
2008,14,7,7,50.0%,17-19,47.2%,156-167,48.3%,1-3,25.0%,0,,,,,,,,,,,,QF (3x)
2007,5,2,3,40.0%,5-6,45.5%,44-50,46.8%,0-0,-,0,,,,,,,,,,,,QF (Houston TX 10K)
Career,558,262,296,47.0%,596-650,47.8%,5555-5652,49.6%,37-51,42.0%,4,53.8%,16.7%,2.3%,5.7%,55.2%,58.3%,35.9%,48.3%,36.6%,42.7%,0.71,
