Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2025-11-03),1341,6,,,,,,,,,1420,15,,
2024,1216,8,,,,,,,,,876,48
2023,722,48,,,,,,,,,,
2022,757,31,,,,,,,,,,
2021,634,61,,,,,,,,,,
2020,447,97,,,,,,,,,166,529
2019,430,97,,,,,,,,,169,465
2018,442,63,,,,,,,,,250,280
2017,370,110,,,,,,,,,309,200
2016,399,89,,,,,,,,,231,272
2015,354,107,,,,,,,,,167,391
2014,288,145,264,1344,249,1337,244,1276,,,147,485
2013,244,247,265,1381,260,1357,247,1338,194,1371,206,329
2012,285,170,283,1253,282,1235,251,1293,,,180,390
2011,415,95,,,,,,,,,537,79
2010,523,58,,,,,,,,,494,80
2009,526,52,,,,,,,,,,
2008,810,12,,,,,,,,,,
2007,1002,4,,,,,,,,,,
