Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,49,32,17,65.3%,71-43,62.3%,574-469,55.0%,5-5,50.0%,47,77.7%,31.4%,8.3%,3.9%,66.1%,70.0%,50.3%,63.3%,41.7%,52.3%,1.14
Carpet,4,3,1,75.0%,6-4,60.0%,53-48,52.5%,1-1,50.0%,3,84.8%,18.8%,11.3%,1.0%,77.3%,70.7%,54.3%,67.0%,36.1%,51.6%,1.09
Finals,2,2,0,100.0%,4-0,100.0%,26-15,63.4%,0-0,-,2,85.7%,40.0%,9.4%,5.8%,73.4%,73.5%,43.2%,65.5%,44.7%,56.1%,1.30
Semi-finals,6,2,4,33.3%,4-8,33.3%,46-64,41.8%,1-0,100.0%,6,68.5%,18.9%,5.8%,6.1%,67.2%,62.4%,50.0%,58.4%,35.9%,47.2%,0.86
Quarter-finals,11,6,5,54.5%,14-15,48.3%,148-139,51.6%,1-4,20.0%,9,75.9%,26.5%,6.9%,3.1%,66.2%,67.7%,50.8%,62.0%,40.0%,50.5%,1.05
vs Righties,28,17,11,60.7%,38-25,60.3%,312-276,53.1%,5-3,62.5%,27,76.8%,29.2%,8.4%,4.0%,66.1%,69.3%,51.7%,63.3%,40.8%,52.0%,1.11
vs Lefties,3,2,1,66.7%,4-3,57.1%,34-32,51.5%,0-0,-,3,82.4%,18.8%,10.8%,3.9%,65.7%,73.1%,54.3%,66.7%,35.4%,51.2%,1.06
