Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 ITF Selva Gardena F,W vs Noha Akugue,60.0%,50.0%,10.0%,2/4,2.23,30.8%,59.5%,50.0%,5.4%,2.17,41.4%,82.4%,50.0%,23.5%,2.41,0.0%
2024 W50 Palma Del Rio R32,L vs Klimovicova,59.3%,37.5%,13.0%,5/2,2.29,17.9%,58.1%,38.9%,22.6%,2.29,20.8%,66.7%,35.7%,0.0%,2.30,13.3%
Last 52 Weeks (1 matches),,60.0%,50.0%,10.0%,33.3%,2.23,30.8%,59.5%,50.0%,5.4%,2.17,41.4%,82.4%,50.0%,23.5%,2.41,0.0%
Career (2 matches),,59.6%,44.1%,11.4%,53.8%,2.26,24.4%,58.8%,45.0%,13.2%,2.22,32.1%,73.7%,42.9%,10.5%,2.34,8.0%
