Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 W50 Selva Gardena F,W vs Noha Akugue,19,15,1.3,14.6%,11.5%,7,13,0.5,6.8%,12.6%,4.9%,1.9%,1.2,17.7%,14.6%
2024 W50 Palma del Rio R32,L vs Klimovicova,23,22,1.0,21.1%,20.2%,19,20,1.0,19.6%,20.6%,15.5%,4.1%,3.2,14.7%,4.6%
Career (2 matches),,42,37,1.1,17.6%,15.5%,26,33,0.8,13.0%,16.5%,10.0%,3.0%,1.6,16.3%,10.0%
