Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1980 Roland Garros F,L vs Evert,81.3%,33.3%,0.0%,0/0,2.59,18.3%,86.8%,27.3%,0.0%,2.44,18.9%,75.0%,66.7%,0.0%,2.84,17.4%
Career (1 matches),,81.3%,33.3%,0.0%,0.0%,2.59,18.3%,86.8%,27.3%,0.0%,2.44,18.9%,75.0%,66.7%,0.0%,2.84,17.4%
