Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1987,143,5,64,1753,81,1631,35,1762,,,,,,
1985,,,25,1870,37,1716,17,1871,17,1792,,,,
1984,44,,26,1880,37,1712,15,1871,15,1797,,,,
1983,,,14,1989,12,1822,9,1951,13,1846,,,,
1982,,,10,2009,8,1842,5,1999,10,1855,,,,
1981,,,11,1956,14,1793,8,1948,11,1820,,,,
1980,,,9,2003,10,1850,5,1960,10,1839,,,,
1979,,,13,1910,11,1759,9,1847,13,1793,,,,
1978,,,5,1982,6,1810,3,1931,10,1783,,,,
1977,,,16,1856,21,1687,10,1833,44,1616,,,,
1976,,,27,1791,38,1638,14,1789,68,1546,,,,
1975,,,74,1640,55,1561,55,1641,98,1434,,,,
1974,,,53,1678,40,1584,44,1661,86,1463,,,,
1973,,,105,1500,,,89,1480,102,1400,,,,
