Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1980 Roland Garros F,L vs Evert,0.0%,-,17.1%,35.0%,5.4%,20.0%,0.0%,1.6%,3.4%,2.2%,25.0%,-74,-80
Career (1 matches),,0.0%,-,17.1%,35.0%,5.4%,20.0%,0.0%,1.6%,3.4%,2.2%,25.0%,-74,-80
